"","x"
"1363","0_2_127"
"1364","0_2_140"
"1365","0_2_139"
"1366","0_2_139"
"1367","0_2_130"
"1368","0_2_202"
"1369","3_1_202"
"1370","2_1_208"
"1371","3_1_202"
"1372","3_1_203"
"1373","2_1_212"
"1374","2_1_216"
"1375","2_1_201"
"1376","2_1_201"
"1377","2_1_202"
"1378","2_1_201"
"1379","2_1_204"
"1380","3_1_201"
"1381","3_1_204"
"1382","0_2_215"
"1383","0_2_211"
"1384","0_2_205"
"1385","0_2_207"
"1386","0_2_207"
"1387","0_2_120"
"1388","0_2_125"
"1389","0_2_119"
"1390","0_2_121"
"1391","0_2_122"
"1392","0_2_106"
"1393","0_2_208"
"1394","2_1_201"
"1395","2_1_201"
"1396","3_1_202"
"1397","2_1_207"
"1398","2_1_216"
"1399","2_1_216"
"1400","2_1_206"
"1401","2_1_206"
"1402","2_1_203"
"1403","2_1_203"
"1404","2_1_205"
"1405","3_1_202"
"1406","3_1_203"
"1407","3_1_216"
"1408","3_1_217"
"1409","3_1_202"
"1410","3_1_202"
"1411","3_1_201"
"1412","0_2_214"
"1413","0_2_214"
"1414","0_2_214"
"1415","0_2_205"
"1416","0_2_119"
"1417","0_2_122"
"1418","0_2_111"
"1419","0_2_140"
"1420","0_2_140"
"1421","0_2_127"
"1422","0_2_128"
"1423","0_2_128"
"1424","0_2_127"
"1425","0_2_209"
"1426","0_2_202"
"1427","0_2_208"
"1428","2_1_202"
"1429","3_1_202"
"1430","3_1_202"
"1431","2_1_212"
"1432","2_1_206"
"1433","2_1_216"
"1434","2_1_216"
"1435","2_1_217"
"1436","2_1_201"
"1437","2_1_206"
"1438","3_1_202"
"1439","3_1_201"
"1440","0_2_201"
"1441","0_2_214"
"1442","0_2_104"
"1443","0_2_124"
"1444","0_2_110"
"1445","0_2_128"
"1446","0_2_128"
"1447","0_2_139"
"1448","0_2_208"
"1449","2_1_201"
"1450","2_1_202"
"1451","2_1_202"
"1452","2_1_201"
"1453","3_1_203"
"1454","2_1_203"
"1455","2_1_203"
"1456","2_1_201"
"1457","2_1_211"
"1458","3_1_201"
"1459","3_1_202"
"1460","3_1_203"
"1461","3_1_206"
"1462","3_1_216"
"1463","3_1_206"
"1464","0_2_113"
"1465","0_2_112"
"1466","0_2_139"
"1467","0_2_139"
"1468","0_2_127"
"1469","0_2_132"
"1470","0_2_127"
"1471","0_2_140"
"1472","0_2_140"
"1473","0_2_104"
"1474","0_2_125"
"1475","0_2_118"
"1476","0_2_119"
"1477","2_1_201"
"1478","2_1_202"
"1479","2_1_201"
"1480","2_1_203"
"1481","2_1_203"
"1482","2_1_201"
"1483","2_1_206"
"1484","2_1_211"
"1485","2_1_212"
"1486","3_1_201"
"1487","3_1_203"
"1488","3_1_217"
"1489","0_2_139"
"1490","0_2_139"
"1491","0_2_127"
"1492","0_2_128"
"1493","0_2_128"
"1494","0_2_128"
"1495","0_2_127"
"1496","0_2_107"
"1497","0_2_103"
"1498","0_2_104"
"1499","0_2_122"
"1500","0_2_125"
"1501","0_2_121"
"1502","0_2_118"
"1503","2_1_201"
"1504","2_1_202"
"1505","2_1_211"
"1506","2_1_212"
"1507","3_1_204"
"1508","3_1_203"
"1509","3_1_203"
"1510","3_1_217"
"1511","0_2_113"
"1512","0_2_134"
"1513","0_2_139"
"1514","0_2_124"
"1515","0_2_107"
"1516","0_2_108"
"1517","0_2_104"
"1518","0_2_122"
"1519","0_2_118"
"1520","0_2_118"
"1521","2_1_216"
"1522","2_1_202"
"1523","2_1_203"
"1524","2_1_204"
"1525","2_1_208"
"1526","2_1_210"
"1527","3_1_214"
"1528","0_2_139"
"1529","0_2_134"
"1530","0_2_139"
"1531","0_2_128"
"1532","0_2_126"
"1533","0_2_108"
"1534","0_2_121"
"1535","0_2_119"
"1536","2_1_201"
"1537","2_1_201"
"1538","2_1_202"
"1539","2_1_203"
"1540","2_1_206"
"1541","2_1_208"
"1542","2_1_207"
"1543","2_1_206"
"1544","2_1_210"
"1545","2_1_211"
"1546","3_1_202"
"1547","3_1_204"
"1548","0_2_113"
"1549","0_2_134"
"1550","0_2_135"
"1551","0_2_139"
"1552","0_2_139"
"1553","0_2_139"
"1554","0_2_127"
"1555","0_2_140"
"1556","0_2_140"
"1557","0_2_111"
"1558","0_2_124"
"1559","0_2_108"
"1560","0_2_104"
"1561","0_2_103"
"1562","0_2_104"
"1563","0_2_121"
"1564","0_2_120"
"1565","2_1_217"
"1566","2_1_201"
"1567","2_1_203"
"1568","2_1_206"
"1569","2_1_209"
"1570","3_1_206"
"1571","0_2_113"
"1572","0_2_139"
"1573","0_2_139"
"1574","0_2_139"
"1575","0_2_128"
"1576","0_2_107"
"1577","0_2_104"
"1578","2_1_201"
"1579","2_1_206"
"1580","2_1_201"
"1581","3_1_201"
"1582","3_1_201"
"1583","3_1_217"
"1584","3_1_205"
"1585","0_2_133"
"1586","0_2_133"
"1587","0_2_135"
"1588","0_2_134"
"1589","0_2_139"
"1590","0_2_139"
"1591","0_2_139"
"1592","0_2_130"
"1593","0_2_140"
"1594","0_2_129"
"1595","0_2_140"
"1596","0_2_140"
"1597","0_2_124"
"1598","0_2_128"
"1599","0_2_124"
"1600","0_2_127"
"1601","0_2_108"
"1602","0_2_108"
"1603","0_2_103"
"1604","0_2_104"
"1605","0_2_120"
"1606","2_1_217"
"1607","2_1_201"
"1608","2_1_202"
"1609","2_1_207"
"1610","2_1_206"
"1611","2_1_206"
"1612","2_1_206"
"1613","2_1_208"
"1614","3_1_202"
"1615","2_1_212"
"1616","3_1_202"
"1617","0_2_134"
"1618","0_2_139"
"1619","0_2_130"
"1620","0_2_139"
"1621","0_2_140"
"1622","0_2_124"
"1623","0_2_124"
"1624","0_2_108"
"1625","0_2_103"
"1626","0_2_104"
"1627","0_2_121"
"1628","0_2_125"
"1629","0_2_119"
"1630","2_1_216"
"1631","2_1_201"
"1632","2_1_204"
"1633","2_1_204"
"1634","2_1_206"
"1635","2_1_207"
"1636","3_1_203"
"1637","3_1_202"
"1638","0_2_139"
"1639","0_2_139"
"1640","0_2_130"
"1641","0_2_130"
"1642","0_2_129"
"1643","0_2_140"
"1644","0_2_128"
"1645","0_2_124"
"1646","0_2_126"
"1647","0_2_124"
"1648","0_2_108"
"1649","0_2_104"
"1650","0_2_108"
"1651","0_2_122"
"1652","0_2_119"
"1653","0_2_118"
"1654","2_1_202"
"1655","2_1_203"
"1656","2_1_201"
"1657","2_1_209"
"1658","2_1_206"
"1659","3_1_202"
"1660","3_1_203"
"1661","0_2_139"
"1662","0_2_135"
"1663","0_2_139"
"1664","0_2_134"
"1665","0_2_132"
"1666","0_2_128"
"1667","0_2_140"
"1668","0_2_140"
"1669","0_2_124"
"1670","0_2_108"
"1671","0_2_104"
"1672","0_2_104"
"1673","1_0_128"
"1674","0_0_113"
"1675","0_0_116"
"1676","0_0_127"
"1677","0_0_127"
"1678","0_0_132"
"1679","0_0_131"
"1680","0_0_201"
"1681","0_0_202"
"1682","0_0_209"
"1683","0_0_233"
"1684","0_0_227"
"1685","0_0_229"
"1686","0_0_224"
"1687","1_0_208"
"1688","1_0_209"
"1689","1_0_205"
"1690","1_0_208"
"1691","1_0_214"
"1692","1_0_219"
"1693","1_0_220"
"1694","1_0_222"
"1695","0_0_201"
"1696","1_0_128"
"1697","1_0_229"
"1698","1_0_124"
"1699","1_0_121"
"1700","1_0_118"
"1701","1_0_124"
"1702","1_0_106"
"1703","1_0_113"
"1704","2_0_132"
"1705","2_0_134"
"1706","2_0_117"
"1707","2_0_118"
"1708","2_0_121"
"1709","2_0_123"
"1710","2_0_101"
"1711","2_0_106"
"1712","2_0_110"
"1713","2_0_105"
"1714","2_0_202"
"1715","2_0_211"
"1716","2_0_216"
"1717","2_0_225"
"1718","3_0_135"
"1719","3_0_114"
"1720","3_0_104"
"1721","3_0_106"
"1722","3_0_112"
"1723","3_0_118"
"1724","3_0_115"
"1725","3_0_122"
"1726","3_0_120"
"1727","3_0_125"
"1728","3_0_125"
"1729","3_0_230"
"1730","3_0_230"
"1731","3_0_234"
"1732","3_0_204"
"1733","3_0_208"
"1734","3_0_210"
"1735","0_1_115"
"1736","0_1_117"
"1737","0_1_111"
"1738","3_2_102"
"1739","3_2_106"
"1740","3_2_107"
"1741","3_2_106"
"1742","3_2_108"
"1743","3_2_106"
"1744","3_2_109"
"1745","3_2_113"
"1746","3_2_121"
"1747","3_2_124"
"1748","3_2_125"
"1749","3_2_130"
"1750","3_2_136"
"1751","1_1_101"
"1752","1_1_103"
"1753","1_1_105"
"1754","1_1_105"
"1755","1_1_105"
"1756","1_1_106"
"1757","1_1_101"
"1758","1_1_106"
"1759","1_1_108"
"1760","1_1_109"
"1761","1_1_111"
"1762","1_1_110"
"1763","1_1_107"
"1764","1_1_107"
"1765","2_2_143"
"1766","2_2_101"
"1767","2_2_104"
"1768","2_2_106"
"1769","2_2_105"
"1770","2_2_112"
"1771","2_2_111"
"1772","2_2_113"
"1773","2_2_114"
"1774","2_2_138"
"1775","2_2_139"
"1776","2_2_138"
"1777","2_2_115"
"1778","2_2_113"
"1779","2_2_132"
"1780","2_2_122"
"1781","2_2_126"
"1782","2_2_122"
"1783","0_0_106"
"1784","0_0_118"
"1785","0_0_119"
"1786","1_0_124"
"1787","0_0_123"
"1788","0_0_130"
"1789","0_0_201"
"1790","0_0_123"
"1791","0_0_208"
"1792","0_0_218"
"1793","0_0_237"
"1794","0_0_232"
"1795","0_0_222"
"1796","1_0_205"
"1797","1_0_206"
"1798","1_0_205"
"1799","1_0_205"
"1800","1_0_202"
"1801","1_0_234"
"1802","1_0_119"
"1803","1_0_116"
"1804","1_0_117"
"1805","1_0_124"
"1806","0_0_120"
"1807","1_0_102"
"1808","2_0_132"
"1809","1_0_110"
"1810","2_0_138"
"1811","2_0_126"
"1812","2_0_121"
"1813","2_0_111"
"1814","2_0_105"
"1815","2_0_101"
"1816","2_0_111"
"1817","2_0_105"
"1818","2_0_241"
"1819","2_0_221"
"1820","2_0_221"
"1821","2_0_218"
"1822","2_0_227"
"1823","3_0_129"
"1824","3_0_135"
"1825","3_0_104"
"1826","3_0_101"
"1827","3_0_111"
"1828","3_0_128"
"1829","3_0_105"
"1830","3_0_126"
"1831","3_0_230"
"1832","3_0_235"
"1833","3_0_203"
"1834","3_0_207"
"1835","3_0_210"
"1836","3_0_209"
"1837","3_0_207"
"1838","3_0_204"
"1839","3_0_218"
"1840","0_1_121"
"1841","0_1_116"
"1842","0_1_119"
"1843","0_1_122"
"1844","0_1_117"
"1845","3_2_140"
"1846","3_2_101"
"1847","3_2_106"
"1848","3_2_106"
"1849","3_2_102"
"1850","3_2_106"
"1851","3_2_108"
"1852","3_2_110"
"1853","3_2_109"
"1854","3_2_124"
"1855","3_2_125"
"1856","3_2_128"
"1857","3_2_125"
"1858","3_2_130"
"1859","3_2_125"
"1860","1_1_106"
"1861","1_1_101"
"1862","1_1_102"
"1863","1_1_105"
"1864","1_1_104"
"1865","1_1_106"
"1866","1_1_111"
"1867","1_1_109"
"1868","1_1_110"
"1869","1_1_110"
"1870","2_2_102"
"1871","2_2_102"
"1872","2_2_103"
"1873","2_2_104"
"1874","2_2_107"
"1875","2_2_113"
"1876","2_2_138"
"1877","2_2_138"
"1878","2_2_139"
"1879","2_2_138"
"1880","2_2_139"
"1881","2_2_115"
"1882","2_2_132"
"1883","2_2_128"
"1884","2_2_128"
"1885","2_2_122"
"1886","1_2_140"
"1887","2_2_118"
"1888","2_2_118"
"1889","0_0_111"
"1890","0_0_112"
"1891","0_0_112"
"1892","0_0_120"
"1893","0_0_123"
"1894","0_0_132"
"1895","0_0_218"
"1896","0_0_233"
"1897","0_0_233"
"1898","0_0_229"
"1899","1_0_205"
"1900","1_0_205"
"1901","1_0_235"
"1902","1_0_202"
"1903","1_0_229"
"1904","1_0_228"
"1905","1_0_121"
"1906","1_0_124"
"1907","1_0_106"
"1908","2_0_123"
"1909","2_0_126"
"1910","2_0_102"
"1911","2_0_106"
"1912","2_0_108"
"1913","2_0_113"
"1914","2_0_111"
"1915","2_0_241"
"1916","2_0_204"
"1917","2_0_206"
"1918","2_0_202"
"1919","2_0_213"
"1920","2_0_218"
"1921","2_0_227"
"1922","2_0_228"
"1923","2_0_225"
"1924","3_0_104"
"1925","3_0_104"
"1926","3_0_115"
"1927","3_0_120"
"1928","3_0_123"
"1929","3_0_204"
"1930","3_0_204"
"1931","3_0_209"
"1932","3_0_217"
"1933","3_0_216"
"1934","3_0_218"
"1935","3_0_218"
"1936","3_0_221"
"1937","3_0_236"
"1938","0_1_118"
"1939","0_1_107"
"1940","0_1_111"
"1941","3_2_140"
"1942","3_2_140"
"1943","3_2_102"
"1944","3_2_106"
"1945","3_2_102"
"1946","3_2_106"
"1947","3_2_107"
"1948","3_2_108"
"1949","3_2_107"
"1950","3_2_112"
"1951","3_2_109"
"1952","3_2_109"
"1953","3_2_114"
"1954","3_2_121"
"1955","3_2_118"
"1956","3_2_125"
"1957","3_2_126"
"1958","3_2_126"
"1959","3_2_125"
"1960","3_2_136"
"1961","3_2_126"
"1962","3_2_136"
"1963","1_1_105"
"1964","1_1_106"
"1965","1_1_103"
"1966","1_1_104"
"1967","1_1_106"
"1968","1_1_106"
"1969","1_1_108"
"1970","1_1_111"
"1971","1_1_111"
"1972","1_1_111"
"1973","2_2_143"
"1974","2_2_101"
"1975","2_2_102"
"1976","2_2_104"
"1977","2_2_101"
"1978","2_2_108"
"1979","2_2_113"
"1980","2_2_115"
"1981","2_2_113"
"1982","2_2_136"
"1983","2_2_136"
"1984","2_2_139"
"1985","2_2_132"
"1986","2_2_113"
"1987","2_2_129"
"1988","2_2_128"
"1989","2_2_122"
"1990","2_2_122"
"1991","2_2_121"
"1992","2_2_118"
"1993","0_0_113"
"1994","0_0_111"
"1995","0_0_117"
"1996","0_0_121"
"1997","0_0_131"
"1998","0_0_202"
"1999","0_0_237"
"2000","0_0_237"
"2001","0_0_237"
"2002","0_0_234"
"2003","0_0_227"
"2004","1_0_209"
"2005","1_0_205"
"2006","1_0_205"
"2007","1_0_206"
"2008","1_0_202"
"2009","1_0_235"
"2010","1_0_226"
"2011","1_0_220"
"2012","1_0_228"
"2013","1_0_222"
"2014","1_0_222"
"2015","1_0_130"
"2016","1_0_115"
"2017","1_0_121"
"2018","1_0_120"
"2019","1_0_106"
"2020","0_0_134"
"2021","1_0_112"
"2022","2_0_134"
"2023","2_0_120"
"2024","2_0_128"
"2025","2_0_122"
"2026","2_0_130"
"2027","2_0_105"
"2028","2_0_111"
"2029","2_0_241"
"2030","2_0_202"
"2031","2_0_201"
"2032","2_0_241"
"2033","2_0_202"
"2034","2_0_204"
"2035","2_0_205"
"2036","2_0_212"
"2037","3_0_209"
"2038","2_0_216"
"2039","2_0_218"
"2040","2_0_218"
"2041","2_0_223"
"2042","2_0_225"
"2043","2_0_226"
"2044","3_0_131"
"2045","3_0_131"
"2046","3_0_135"
"2047","3_0_101"
"2048","3_0_101"
"2049","3_0_104"
"2050","3_0_112"
"2051","3_0_115"
"2052","3_0_120"
"2053","3_0_123"
"2054","3_0_126"
"2055","3_0_230"
"2056","3_0_235"
"2057","3_0_213"
"2058","3_0_209"
"2059","3_0_219"
"2060","0_1_115"
"2061","0_1_119"
"2062","3_0_235"
"2063","0_1_118"
"2064","0_1_114"
"2065","3_2_140"
"2066","0_1_110"
"2067","3_2_106"
"2068","3_2_107"
"2069","3_2_108"
"2070","3_2_113"
"2071","3_2_110"
"2072","3_2_109"
"2073","3_2_109"
"2074","3_2_129"
"2075","3_2_129"
"2076","3_2_126"
"2077","3_2_132"
"2078","3_2_136"
"2079","3_2_136"
"2080","1_1_101"
"2081","1_1_102"
"2082","1_1_106"
"2083","1_1_108"
"2084","1_1_109"
"2085","1_1_111"
"2086","1_1_111"
"2087","1_1_107"
"2088","1_1_110"
"2089","2_2_144"
"2090","2_2_102"
"2091","2_2_106"
"2092","2_2_109"
"2093","2_2_113"
"2094","2_2_114"
"2095","2_2_113"
"2096","2_2_116"
"2097","2_2_139"
"2098","2_2_140"
"2099","2_2_139"
"2100","2_2_129"
"2101","2_2_128"
"2102","2_2_124"
"2103","2_2_122"
"2104","2_2_122"
"2105","2_2_121"
"2106","2_2_118"
"2107","0_0_107"
"2108","0_0_115"
"2109","0_0_118"
"2110","0_0_117"
"2111","0_0_119"
"2112","0_0_130"
"2113","0_0_128"
"2114","0_0_130"
"2115","0_0_208"
"2116","0_0_213"
"2117","1_0_221"
"2118","0_0_232"
"2119","0_0_230"
"2120","1_0_209"
"2121","0_0_227"
"2122","1_0_210"
"2123","1_0_206"
"2124","1_0_205"
"2125","1_0_206"
"2126","1_0_201"
"2127","1_0_202"
"2128","1_0_202"
"2129","1_0_214"
"2130","1_0_225"
"2131","1_0_223"
"2132","1_0_233"
"2133","1_0_137"
"2134","1_0_118"
"2135","1_0_121"
"2136","1_0_122"
"2137","1_0_124"
"2138","1_0_125"
"2139","0_0_102"
"2140","1_0_125"
"2141","1_0_107"
"2142","1_0_110"
"2143","2_0_133"
"2144","2_0_124"
"2145","2_0_126"
"2146","2_0_125"
"2147","2_0_130"
"2148","2_0_101"
"2149","2_0_105"
"2150","2_0_110"
"2151","2_0_111"
"2152","2_0_201"
"2153","2_0_241"
"2154","2_0_203"
"2155","2_0_212"
"2156","2_0_218"
"2157","2_0_218"
"2158","2_0_223"
"2159","2_0_228"
"2160","2_0_221"
"2161","3_0_131"
"2162","3_0_105"
"2163","3_0_107"
"2164","3_0_117"
"2165","3_0_128"
"2166","3_0_125"
"2167","3_0_118"
"2168","3_0_208"
"2169","3_0_212"
"2170","3_0_216"
"2171","3_0_223"
"2172","0_1_110"
"2173","3_2_102"
"2174","3_2_107"
"2175","3_2_106"
"2176","3_2_110"
"2177","3_2_109"
"2178","3_2_118"
"2179","3_2_129"
"2180","3_2_126"
"2181","3_2_137"
"2182","1_1_101"
"2183","1_1_106"
"2184","1_1_105"
"2185","1_1_104"
"2186","1_1_106"
"2187","1_1_106"
"2188","1_1_108"
"2189","1_1_108"
"2190","1_1_111"
"2191","1_1_111"
"2192","1_1_107"
"2193","1_1_110"
"2194","1_1_110"
"2195","1_1_110"
"2196","2_2_143"
"2197","2_2_101"
"2198","2_2_144"
"2199","2_2_102"
"2200","2_2_104"
"2201","2_2_105"
"2202","2_2_131"
"2203","2_2_116"
"2204","2_2_136"
"2205","2_2_139"
"2206","2_2_133"
"2207","2_2_115"
"2208","2_2_113"
"2209","2_2_131"
"2210","2_2_132"
"2211","2_2_129"
"2212","1_2_140"
"2213","2_2_118"
"2214","0_0_106"
"2215","0_0_110"
"2216","0_0_120"
"2217","0_0_130"
"2218","0_0_130"
"2219","0_0_130"
"2220","0_0_130"
"2221","0_0_201"
"2222","0_0_236"
"2223","0_0_237"
"2224","0_0_218"
"2225","0_0_237"
"2226","0_0_235"
"2227","0_0_232"
"2228","0_0_232"
"2229","0_0_222"
"2230","0_0_229"
"2231","0_0_229"
"2232","1_0_235"
"2233","1_0_217"
"2234","1_0_219"
"2235","1_0_228"
"2236","1_0_222"
"2237","1_0_116"
"2238","1_0_126"
"2239","1_0_121"
"2240","1_0_104"
"2241","1_0_115"
"2242","1_0_113"
"2243","1_0_106"
"2244","1_0_110"
"2245","2_0_138"
"2246","2_0_119"
"2247","2_0_126"
"2248","2_0_128"
"2249","2_0_101"
"2250","2_0_102"
"2251","2_0_105"
"2252","2_0_111"
"2253","2_0_110"
"2254","2_0_112"
"2255","2_0_112"
"2256","2_0_105"
"2257","2_0_103"
"2258","2_0_231"
"2259","2_0_241"
"2260","2_0_201"
"2261","2_0_241"
"2262","2_0_231"
"2263","2_0_213"
"2264","2_0_206"
"2265","2_0_210"
"2266","2_0_209"
"2267","2_0_212"
"2268","2_0_205"
"2269","2_0_207"
"2270","2_0_221"
"2271","2_0_225"
"2272","2_0_227"
"2273","3_0_229"
"2274","3_0_131"
"2275","3_0_101"
"2276","3_0_111"
"2277","3_0_107"
"2278","3_0_113"
"2279","3_0_108"
"2280","3_0_112"
"2281","3_0_115"
"2282","3_0_121"
"2283","3_0_234"
"2284","3_0_201"
"2285","3_0_235"
"2286","3_0_236"
"2287","3_0_211"
"2288","3_0_236"
"2289","3_0_223"
"2290","3_0_236"
"2291","0_1_115"
"2292","0_1_116"
"2293","0_1_122"
"2294","0_1_112"
"2295","0_1_112"
"2296","0_1_110"
"2297","3_2_140"
"2298","3_2_106"
"2299","3_2_109"
"2300","3_2_109"
"2301","3_2_109"
"2302","3_2_113"
"2303","3_2_110"
"2304","3_2_125"
"2305","3_2_125"
"2306","3_2_136"
"2307","3_2_136"
"2308","3_2_136"
"2309","3_2_136"
"2310","1_1_103"
"2311","1_1_104"
"2312","1_1_104"
"2313","1_1_105"
"2314","1_1_107"
"2315","1_1_108"
"2316","1_1_108"
"2317","1_1_109"
"2318","1_1_111"
"2319","1_1_107"
"2320","2_2_101"
"2321","2_2_105"
"2322","2_2_103"
"2323","2_2_107"
"2324","2_2_109"
"2325","2_2_113"
"2326","2_2_116"
"2327","2_2_136"
"2328","2_2_138"
"2329","2_2_136"
"2330","2_2_138"
"2331","2_2_139"
"2332","2_2_129"
"2333","2_2_132"
"2334","2_2_129"
"2335","2_2_129"
"2336","2_2_122"
"2337","2_2_122"
"2338","2_2_121"
"2339","2_2_118"
"2340","0_0_201"
"2341","0_0_125"
"2342","0_0_122"
"2343","0_0_130"
"2344","0_0_130"
"2345","0_0_211"
"2346","0_0_208"
"2347","0_0_213"
"2348","0_0_222"
"2349","0_0_234"
"2350","0_0_230"
"2351","1_0_205"
"2352","2_0_214"
"2353","1_0_210"
"2354","1_0_208"
"2355","1_0_210"
"2356","1_0_202"
"2357","1_0_203"
"2358","1_0_213"
"2359","1_0_219"
"2360","1_0_220"
"2361","1_0_224"
"2362","1_0_228"
"2363","1_0_121"
"2364","1_0_121"
"2365","0_0_120"
"2366","1_0_106"
"2367","1_0_106"
"2368","2_0_132"
"2369","2_0_133"
"2370","2_0_138"
"2371","2_0_118"
"2372","2_0_127"
"2373","2_0_128"
"2374","2_0_111"
"2375","2_0_241"
"2376","2_0_201"
"2377","2_0_210"
"2378","2_0_214"
"2379","2_0_218"
"2380","3_0_217"
"2381","2_0_223"
"2382","2_0_227"
"2383","3_0_129"
"2384","2_0_241"
"2385","3_0_101"
"2386","3_0_101"
"2387","3_0_136"
"2388","3_0_107"
"2389","3_0_112"
"2390","3_0_108"
"2391","3_0_112"
"2392","3_0_116"
"2393","3_0_126"
"2394","3_0_120"
"2395","3_0_235"
"2396","3_0_207"
"2397","3_0_208"
"2398","3_0_227"
"2399","3_0_222"
"2400","3_0_224"
"2401","0_1_121"
"2402","0_1_112"
"2403","3_2_140"
"2404","3_2_101"
"2405","0_1_108"
"2406","3_2_101"
"2407","3_2_102"
"2408","3_2_105"
"2409","3_2_114"
"2410","3_2_107"
"2411","3_2_109"
"2412","3_2_110"
"2413","3_2_124"
"2414","3_2_124"
"2415","3_2_124"
"2416","3_2_125"
"2417","3_2_121"
"2418","3_2_125"
"2419","3_2_136"
"2420","3_2_136"
"2421","1_1_101"
"2422","1_1_102"
"2423","1_1_106"
"2424","1_1_104"
"2425","1_1_106"
"2426","1_1_105"
"2427","1_1_108"
"2428","1_1_109"
"2429","1_1_109"
"2430","1_1_111"
"2431","1_1_107"
"2432","2_2_102"
"2433","2_2_102"
"2434","2_2_102"
"2435","2_2_102"
"2436","2_2_104"
"2437","2_2_105"
"2438","2_2_106"
"2439","2_2_112"
"2440","2_2_110"
"2441","2_2_112"
"2442","2_2_136"
"2443","2_2_136"
"2444","2_2_138"
"2445","2_2_112"
"2446","2_2_129"
"2447","2_2_126"
"2448","2_2_108"
"2449","2_2_122"
"2450","2_2_118"
"2451","2_2_119"
"2452","2_2_120"
"2453","1_0_230"
"2454","0_0_106"
"2455","0_0_121"
"2456","0_0_125"
"2457","0_0_130"
"2458","0_0_209"
"2459","0_0_237"
"2460","0_0_232"
"2461","1_0_209"
"2462","1_0_208"
"2463","1_0_202"
"2464","1_0_233"
"2465","1_0_217"
"2466","1_0_222"
"2467","1_0_220"
"2468","1_0_222"
"2469","1_0_117"
"2470","1_0_121"
"2471","1_0_121"
"2472","0_0_120"
"2473","0_0_134"
"2474","1_0_114"
"2475","1_0_130"
"2476","0_0_120"
"2477","1_0_110"
"2478","2_0_126"
"2479","2_0_126"
"2480","2_0_128"
"2481","2_0_101"
"2482","2_0_122"
"2483","2_0_106"
"2484","2_0_107"
"2485","2_0_110"
"2486","2_0_110"
"2487","2_0_108"
"2488","2_0_230"
"2489","2_0_204"
"2490","2_0_206"
"2491","2_0_212"
"2492","2_0_209"
"2493","2_0_201"
"2494","2_0_201"
"2495","2_0_218"
"2496","3_0_130"
"2497","2_0_221"
"2498","3_0_135"
"2499","3_0_101"
"2500","3_0_113"
"2501","3_0_110"
"2502","3_0_127"
"2503","3_0_126"
"2504","3_0_123"
"2505","3_0_102"
"2506","3_0_203"
"2507","3_0_207"
"2508","3_0_213"
"2509","3_0_208"
"2510","3_0_209"
"2511","3_0_213"
"2512","3_0_214"
"2513","3_0_218"
"2514","3_0_227"
"2515","3_0_222"
"2516","3_0_221"
"2517","0_1_119"
"2518","0_1_114"
"2519","0_1_112"
"2520","0_1_108"
"2521","0_1_110"
"2522","0_1_112"
"2523","0_1_110"
"2524","3_2_140"
"2525","3_2_102"
"2526","3_2_106"
"2527","3_2_102"
"2528","3_2_102"
"2529","3_2_106"
"2530","3_2_107"
"2531","3_2_109"
"2532","3_2_117"
"2533","3_2_114"
"2534","3_2_122"
"2535","3_2_126"
"2536","3_2_132"
"2537","3_2_136"
"2538","3_2_136"
"2539","3_2_136"
"2540","1_1_101"
"2541","1_1_102"
"2542","1_1_103"
"2543","1_1_103"
"2544","1_1_103"
"2545","1_1_105"
"2546","1_1_105"
"2547","1_1_108"
"2548","1_1_106"
"2549","1_1_107"
"2550","1_1_108"
"2551","1_1_109"
"2552","1_1_111"
"2553","2_2_102"
"2554","2_2_143"
"2555","2_2_101"
"2556","2_2_102"
"2557","2_2_102"
"2558","2_2_102"
"2559","2_2_102"
"2560","2_2_107"
"2561","3_2_107"
"2562","2_2_106"
"2563","3_2_126"
"2564","2_2_113"
"2565","2_2_113"
"2566","2_2_136"
"2567","2_2_138"
"2568","2_2_139"
"2569","2_2_134"
"2570","2_2_113"
"2571","2_2_129"
"2572","2_2_122"
"2573","0_0_120"
"2574","0_0_112"
"2575","0_0_116"
"2576","0_0_118"
"2577","0_0_127"
"2578","0_0_130"
"2579","0_0_208"
"2580","0_0_213"
"2581","0_0_208"
"2582","0_0_211"
"2583","0_0_218"
"2584","0_0_215"
"2585","0_0_231"
"2586","1_0_205"
"2587","1_0_206"
"2588","1_0_234"
"2589","1_0_215"
"2590","1_0_216"
"2591","1_0_226"
"2592","1_0_220"
"2593","0_0_102"
"2594","1_0_105"
"2595","1_0_106"
"2596","1_0_110"
"2597","2_0_140"
"2598","2_0_121"
"2599","2_0_124"
"2600","2_0_125"
"2601","2_0_103"
"2602","2_0_113"
"2603","2_0_103"
"2604","2_0_101"
"2605","2_0_230"
"2606","2_0_211"
"2607","2_0_211"
"2608","2_0_201"
"2609","2_0_212"
"2610","2_0_218"
"2611","3_0_101"
"2612","3_0_107"
"2613","3_0_112"
"2614","3_0_109"
"2615","3_0_107"
"2616","3_0_118"
"2617","3_0_206"
"2618","3_0_210"
"2619","3_0_222"
"2620","3_0_225"
"2621","3_0_215"
"2622","0_1_115"
"2623","0_1_118"
"2624","0_1_112"
"2625","0_1_108"
"2626","3_2_141"
"2627","3_2_140"
"2628","3_2_106"
"2629","3_2_106"
"2630","3_2_106"
"2631","3_2_109"
"2632","3_2_116"
"2633","3_2_107"
"2634","3_2_118"
