ReceiptID,juices,paper_goods,frozen_foods,snack_foods,canned goods,beer_wine_spirits,dairy,breads,produce,desserts,meats
3019419,0,1,0,0,0,0,1,1,0,0,0
618802,0,0,0,0,0,0,1,0,1,0,0
2945651,0,0,0,1,0,0,0,0,0,0,1
1271537,0,0,0,1,0,0,0,0,0,0,0
2816269,0,0,1,0,0,0,0,0,1,1,0
2600040,0,0,0,0,0,1,0,1,1,0,1
550329,0,0,1,1,0,1,0,0,1,0,1
2008836,1,0,1,1,0,0,0,0,0,0,0
163181,0,0,1,0,0,0,0,0,0,0,1
1515938,0,1,0,0,0,0,0,0,0,0,1
17108,0,0,1,1,0,1,0,1,1,0,0
1480347,0,1,1,1,0,1,0,0,0,0,0
638110,0,1,0,0,0,0,0,0,0,0,0
1797507,0,0,1,1,0,1,1,1,0,0,0
1609150,0,0,1,1,0,1,0,0,1,1,1
290415,0,1,0,0,0,0,0,1,0,1,0
2216665,0,0,1,1,0,0,0,0,0,0,0
645144,0,0,1,1,0,1,0,0,0,0,0
1395098,1,0,1,0,1,0,1,1,1,0,1
407804,1,0,0,1,0,0,0,0,0,0,0
118252,0,0,0,1,0,0,0,0,1,0,1
48332,1,1,0,0,0,0,0,1,0,0,0
2968027,0,0,0,0,1,0,0,0,0,1,1
942853,0,0,0,0,0,0,0,0,0,0,1
2509744,0,1,0,1,0,1,0,0,0,0,0
1818346,0,0,0,0,0,0,1,0,0,0,1
23181,0,0,0,1,0,0,0,1,1,0,0
1604760,1,0,0,0,0,1,0,1,0,0,0
2499439,1,1,0,0,0,1,0,1,0,1,1
1089386,1,1,0,1,0,0,0,0,0,0,0
657864,1,0,0,0,0,0,0,1,1,0,1
2625665,0,0,1,0,0,0,1,0,1,0,1
822481,1,0,1,1,0,1,0,0,0,0,0
2548389,0,1,0,1,0,0,0,1,1,1,1
2946066,0,0,1,0,0,0,1,0,0,0,0
2851823,0,0,0,0,0,0,1,0,0,0,0
1919943,1,1,0,0,0,0,0,0,0,1,0
716830,1,1,1,1,0,0,0,1,1,0,1
796010,0,0,0,0,0,0,1,0,1,0,0
517218,1,1,0,0,0,0,0,0,0,1,0
2582543,1,0,1,1,0,1,0,1,0,0,0
2241667,0,1,0,0,0,0,0,0,0,1,1
1287286,0,0,0,0,0,1,0,0,1,0,0
2031249,0,0,0,1,0,0,0,0,1,1,0
139902,0,1,0,0,0,0,1,1,1,1,0
2553738,0,0,1,1,0,0,0,0,0,0,0
2857788,1,1,0,0,0,0,0,0,1,0,0
1008116,0,0,0,0,0,0,0,0,1,0,0
1782870,1,0,0,0,0,0,0,0,1,0,0
2133265,0,1,1,0,0,0,0,0,0,0,0
151717,0,0,0,0,0,0,0,0,1,0,0
726939,0,0,1,1,0,0,1,0,1,0,1
3138189,0,0,0,0,0,0,0,0,0,0,1
2454812,0,0,0,1,0,0,0,0,0,0,0
1492087,0,0,1,0,0,0,0,0,1,0,1
1433566,0,1,0,0,0,0,0,0,0,0,0
2135145,0,1,0,0,0,1,0,0,0,1,0
1861267,1,0,0,0,0,1,0,1,0,1,0
112027,0,0,0,0,0,0,0,0,1,0,0
1889417,0,1,0,0,1,0,0,0,0,1,0
377264,0,1,0,0,0,0,1,0,1,1,1
2708926,0,0,0,0,0,0,0,0,0,0,1
721501,0,1,0,0,0,0,0,0,0,0,0
1168856,0,1,0,0,0,1,0,0,0,1,0
779514,0,1,0,0,0,0,0,0,1,0,1
2644815,0,0,0,0,0,0,1,0,0,0,1
3084512,0,1,0,0,0,0,0,1,1,1,0
899660,0,0,1,0,0,1,0,0,0,0,0
1181669,0,0,0,0,0,0,1,0,0,0,0
2900002,0,0,0,1,0,1,0,0,0,0,0
3018601,0,1,0,0,0,0,0,0,0,1,0
2765915,0,1,1,0,0,0,0,0,1,1,0
2791612,0,0,0,0,1,0,0,0,1,0,1
2445337,1,0,0,0,0,1,1,1,1,0,0
2343115,1,1,0,0,0,1,0,1,1,1,1
2615802,0,1,1,0,0,0,0,0,0,1,0
2120361,0,1,0,1,0,0,0,0,1,0,1
2468756,0,0,0,0,1,1,1,1,0,1,0
864624,0,1,1,0,0,0,0,0,1,1,0
2367701,0,1,1,1,0,0,1,0,0,1,1
395716,1,1,1,0,0,0,0,0,0,0,0
967951,1,0,0,1,0,1,1,0,1,0,1
77122,0,0,0,1,0,1,0,0,1,0,0
2351769,0,0,0,0,0,0,0,0,0,0,1
1314093,1,1,0,0,0,1,0,0,0,0,0
231350,0,0,1,1,0,0,0,0,0,1,1
2153496,0,0,1,0,0,0,0,0,0,0,0
1605807,0,0,1,0,0,0,0,0,1,0,0
2567819,0,1,0,0,0,1,0,0,0,0,0
1348906,0,0,0,0,0,0,0,0,1,1,0
2669679,0,1,0,0,0,1,0,1,0,0,0
450542,0,0,1,1,0,1,0,0,1,1,0
69936,1,0,0,0,0,0,0,0,0,1,0
2465847,0,0,0,0,0,0,0,0,0,1,0
1577640,0,0,1,0,0,0,1,0,0,0,1
264549,0,0,0,1,0,0,0,1,0,0,0
3161103,0,0,1,1,0,1,1,0,0,0,0
2617779,0,1,0,0,0,0,0,1,1,0,0
2737046,0,0,0,1,0,0,1,0,0,0,0
316458,1,1,0,0,0,0,0,0,0,1,0
2599011,0,0,0,0,0,1,0,0,0,0,0
2666054,0,0,0,0,0,0,0,0,1,0,0
1480709,0,1,0,0,0,0,0,0,0,1,0
2709655,0,1,0,0,0,0,0,0,0,0,0
2296218,0,1,1,1,0,1,0,0,0,0,0
686836,1,0,0,0,0,0,0,1,1,0,0
521417,0,0,1,0,0,0,0,0,1,0,1
2003008,0,0,0,0,0,0,0,0,0,0,1
3211829,0,1,1,1,0,1,0,0,1,0,1
1113977,0,0,0,0,0,0,0,0,0,1,0
1352721,0,1,0,0,0,0,0,0,0,0,0
658935,0,1,1,1,0,1,0,0,0,0,1
2614398,0,0,0,0,0,1,0,0,0,0,0
242478,1,0,0,0,0,0,1,0,0,1,0
945902,1,1,0,0,0,0,0,1,0,0,0
663989,0,1,0,0,0,0,0,0,0,1,0
1135590,0,1,0,0,0,0,0,0,0,0,0
732781,0,1,0,0,0,0,0,0,0,1,0
2839171,1,1,0,0,0,1,0,0,1,1,1
16107,0,1,1,1,0,0,0,0,0,0,1
1015478,0,0,0,0,0,0,1,0,1,1,0
649640,0,0,1,0,0,1,0,0,0,0,0
2102165,1,0,1,0,0,0,0,0,1,0,1
1422822,1,0,1,0,0,0,0,0,0,0,0
674923,0,0,0,1,0,0,0,1,0,0,0
332212,0,0,0,0,0,0,0,1,1,1,0
1790022,0,1,0,0,0,0,0,0,1,1,0
2463497,1,1,0,0,0,0,0,0,0,1,0
1284571,0,1,1,0,0,0,0,0,0,0,1
2248282,1,0,0,0,1,1,1,0,0,0,0
2000221,0,0,0,1,0,0,0,0,0,0,0
2474385,0,1,0,1,0,1,0,0,0,0,1
542185,1,0,1,0,0,0,0,0,0,0,0
1106869,0,0,0,0,0,0,1,0,0,1,1
2155966,0,0,1,0,0,0,0,0,0,0,0
1686771,0,0,0,1,0,1,0,0,0,1,0
2440747,0,0,1,0,0,0,0,1,1,1,1
3046910,1,1,1,0,0,0,0,0,0,0,0
836817,1,1,0,1,0,0,1,1,1,1,0
3035125,0,0,0,0,0,0,0,0,1,0,0
2016348,0,0,1,0,0,0,0,0,0,0,0
619353,0,1,0,0,0,0,0,0,0,1,1
2332691,0,0,1,1,0,1,0,0,0,0,0
2092412,0,0,0,0,0,0,1,0,0,0,0
597825,1,0,1,0,0,0,0,0,0,0,0
3142112,0,0,0,0,0,0,1,0,0,0,0
2024894,0,0,0,0,0,0,0,0,1,0,0
826644,0,0,0,0,0,0,0,0,0,0,1
1389676,0,0,0,0,0,1,0,0,1,0,1
1789291,1,0,1,0,0,0,0,0,1,0,1
655671,1,0,0,0,1,1,1,0,0,0,0
1528598,0,0,0,0,0,0,0,0,0,0,1
1456913,0,0,0,0,0,0,0,1,0,0,0
280207,1,1,0,0,0,0,1,0,0,1,0
2250358,0,0,0,0,0,0,0,0,1,0,1
1301058,1,1,0,0,0,0,0,1,0,1,1
1780938,1,1,0,0,0,0,0,0,0,1,0
2028143,0,1,1,1,0,1,0,0,1,0,1
2560653,0,1,0,0,0,0,0,0,0,0,0
651779,0,1,0,1,0,0,0,0,1,0,0
155199,1,1,0,0,0,0,0,1,0,1,1
707011,0,0,1,0,0,0,0,0,0,1,0
912484,0,0,0,0,0,0,0,0,1,0,1
2246693,1,0,0,1,0,0,0,0,0,0,0
3037787,1,1,0,0,0,0,1,0,0,1,0
87017,0,0,1,1,0,1,0,1,1,0,0
2682128,0,0,1,1,0,1,0,0,0,0,0
1088453,0,0,1,1,0,1,0,0,0,0,0
575918,0,0,1,0,0,0,0,0,1,0,0
3126758,0,0,0,0,0,0,1,0,0,0,1
530798,1,0,1,0,0,0,0,0,0,0,0
369201,0,0,0,1,1,0,1,1,1,0,0
1956762,0,0,1,1,0,0,1,0,1,0,0
2639008,1,0,0,0,0,0,0,1,0,0,0
1115713,0,0,1,0,0,1,0,0,1,0,0
1002286,0,0,0,0,0,1,0,1,1,0,1
2838273,0,0,1,0,0,0,0,0,0,0,0
1638629,0,0,0,1,0,0,0,0,0,1,0
824853,0,0,1,1,0,1,0,0,0,0,0
1254625,1,0,0,0,0,1,0,0,0,1,0
1978131,0,1,0,0,0,0,0,0,0,0,0
881268,0,0,0,0,0,0,1,0,0,0,0
405812,1,0,1,0,0,0,1,1,0,1,0
238406,0,0,0,0,0,0,1,0,0,1,1
1255678,0,0,0,0,0,1,1,0,1,0,0
2717330,0,0,1,1,0,1,0,0,1,0,0
1131116,1,0,1,0,0,0,1,1,0,1,0
1102801,0,1,0,1,0,0,0,0,1,0,0
782428,0,0,1,1,0,1,1,0,0,1,1
3001421,0,0,0,0,0,0,0,1,0,0,0
2816859,0,1,0,0,0,1,0,0,0,0,0
276848,0,0,0,0,0,1,0,0,0,0,0
528481,0,1,0,1,0,0,0,0,1,0,1
1457941,1,0,0,0,0,0,0,0,0,0,0
817709,0,1,1,1,0,1,0,1,0,0,0
3107169,0,0,0,1,0,0,0,0,1,1,0
2281476,0,1,0,0,0,0,0,0,0,0,1
1481743,0,1,0,0,1,0,0,0,0,1,0
3231213,0,0,0,0,0,0,0,0,1,0,0
2442039,1,1,1,0,1,0,0,1,0,1,1
341587,0,0,1,1,1,0,1,1,0,0,1
413725,1,1,0,0,0,1,0,1,0,0,0
2635764,1,0,0,1,0,0,0,1,0,0,0
2864535,0,1,0,0,0,0,0,0,0,1,0
1080036,0,1,0,0,0,1,0,0,1,0,1
79990,0,1,1,0,0,1,0,0,0,0,0
1099346,0,0,1,0,0,1,0,0,0,0,0
1831164,1,0,0,0,0,1,0,0,1,0,0
2161157,0,0,0,0,0,0,0,1,0,0,0
968785,1,0,0,0,0,0,0,1,1,0,0
1881717,1,0,0,1,0,0,1,0,1,0,0
2538936,0,0,0,1,0,0,0,0,1,0,0
1239253,0,0,0,0,0,0,0,0,0,0,1
3123650,1,0,1,0,1,1,1,1,0,0,0
1703371,1,0,0,0,0,0,1,0,1,0,0
314239,0,0,1,0,0,0,0,0,1,0,0
1507122,1,0,0,1,0,0,0,0,0,1,0
1434305,0,0,1,0,0,0,1,0,0,0,0
2921038,0,0,1,0,0,0,0,0,0,0,0
1332655,1,0,1,1,0,1,0,0,0,0,0
1082538,0,0,1,0,0,1,0,0,0,0,0
1715738,1,0,0,0,0,0,1,1,1,0,0
1966120,1,1,0,0,0,0,0,0,0,1,0
2564877,1,1,0,0,0,0,0,0,0,1,1
786102,0,0,0,0,0,0,1,0,0,1,1
2411097,0,0,1,1,0,1,0,0,0,0,0
414126,0,0,0,0,0,1,0,0,1,1,0
2579983,0,1,0,0,0,0,0,0,0,0,0
2509462,0,0,1,1,0,1,0,0,0,1,0
1235213,1,1,0,0,0,0,1,0,0,1,0
862452,0,1,0,0,0,0,0,1,0,1,0
2774095,1,0,0,0,0,0,0,0,0,0,0
2912917,0,1,0,0,0,0,0,0,0,0,1
2852592,1,1,1,1,0,1,0,0,1,0,1
2405405,0,1,0,0,0,0,1,0,0,1,0
2777673,1,0,1,1,0,1,0,1,0,1,0
1502375,0,0,0,1,0,1,0,0,0,0,0
419382,1,0,1,0,0,0,0,0,0,0,1
311426,1,0,1,1,0,1,1,0,0,0,0
2402448,0,0,1,1,0,1,0,0,0,0,0
2961072,0,1,0,0,0,0,0,0,1,0,1
203156,0,0,0,0,0,0,0,1,0,0,0
1272242,1,0,1,1,0,0,0,0,0,0,0
1716055,0,0,0,1,0,0,0,0,1,1,1
2279607,0,0,1,0,0,0,0,0,0,0,0
1233088,0,0,0,0,0,0,0,1,0,0,0
1857862,0,0,1,1,0,0,0,0,0,0,0
831107,0,0,0,0,0,0,0,1,0,0,1
2851453,0,0,0,0,0,0,0,0,0,0,1
303078,0,0,0,0,0,0,0,0,1,0,1
973770,0,1,0,0,0,0,0,1,0,0,0
488918,1,0,1,0,0,1,0,0,0,0,1
3061436,0,1,1,1,0,1,0,1,0,0,0
1861960,0,1,0,1,0,1,1,0,1,0,1
1702793,0,1,1,1,0,1,1,1,1,0,0
954546,0,0,0,1,0,0,0,0,0,0,0
1498584,0,1,1,0,0,0,0,0,1,1,1
2076842,0,1,0,0,0,1,0,0,1,0,0
3092913,0,1,0,0,0,0,0,0,0,0,0
2144615,1,0,0,1,0,0,0,1,0,0,0
1574917,1,0,0,1,0,1,0,0,1,1,0
1774763,0,0,0,0,0,0,0,0,1,0,1
123898,0,0,0,0,0,1,0,0,0,0,0
574473,0,0,0,0,0,0,0,0,0,1,0
3205747,0,0,0,1,0,1,0,0,0,1,1
99491,1,1,0,0,0,0,1,0,0,1,0
233498,1,0,0,0,1,0,0,1,1,0,1
2485882,0,0,0,0,0,1,1,0,0,1,1
2820052,0,1,0,0,0,0,0,0,0,1,0
937769,0,0,0,1,0,0,1,0,0,0,1
1530880,1,0,1,1,0,1,0,1,0,1,0
3034880,0,1,0,0,0,0,0,0,0,1,0
2642958,1,0,0,0,0,1,1,1,1,1,0
1888747,0,0,0,1,0,0,0,0,0,1,0
1440887,0,0,0,0,0,0,1,0,1,0,0
700828,0,0,1,0,0,0,0,0,0,0,0
2839092,0,0,0,0,0,0,0,1,0,0,0
345681,1,1,0,0,0,1,0,0,0,1,0
2285756,0,0,1,1,0,1,0,0,0,0,0
2935456,1,0,0,0,0,0,0,0,0,1,0
2324156,0,0,0,0,0,1,1,0,1,0,1
631633,0,0,0,0,0,1,1,0,0,0,0
1724389,0,1,1,1,0,1,0,0,0,0,0
1812544,0,0,0,0,0,0,0,0,1,0,0
842804,0,0,1,1,0,1,1,0,1,0,1
2559961,0,0,0,0,0,1,0,0,0,0,0
3062500,0,1,0,0,0,0,0,0,1,1,0
2158461,1,0,1,1,0,1,0,0,0,0,0
2400906,0,0,0,0,0,1,0,0,0,0,0
2595442,1,0,1,1,0,0,0,0,0,0,0
1280534,0,1,0,1,0,0,0,0,0,1,1
1991751,0,1,1,0,0,0,0,1,1,1,0
2668622,0,0,0,0,0,1,0,0,0,0,1
894614,0,1,1,1,0,0,1,0,1,1,1
1749430,0,0,0,0,0,0,0,0,1,0,0
1310723,0,1,0,0,0,0,0,0,0,0,1
3247819,0,0,1,1,0,1,0,0,0,1,0
1648090,1,0,1,0,0,0,0,0,0,0,0
330728,0,0,1,1,0,0,1,0,0,1,0
2360471,1,1,1,1,0,1,0,0,0,0,0
218101,0,0,0,0,0,0,0,1,0,0,0
1540158,0,1,0,0,0,0,0,0,1,0,0
2847255,1,1,0,0,0,0,0,0,0,1,0
2133235,1,0,0,0,0,0,0,0,0,0,0
755835,1,0,1,0,0,1,0,1,1,1,0
1785962,0,0,1,1,0,0,0,0,1,0,0
739693,0,0,0,0,0,0,0,0,0,1,0
17598,1,0,1,0,0,1,0,0,0,0,0
786135,0,1,0,0,0,0,1,0,1,1,0
862078,1,0,0,0,0,0,0,0,0,0,0
872294,0,0,0,0,0,0,0,1,0,0,0
724001,0,0,0,0,1,0,0,0,0,0,0
1968349,1,0,0,0,0,0,0,1,1,0,0
1487962,0,0,1,1,0,1,0,1,1,0,1
385448,0,0,0,0,0,0,0,1,0,0,0
1075816,0,0,0,0,0,0,0,0,1,1,1
97747,0,0,0,0,0,0,0,0,1,0,0
2792440,0,0,1,0,0,0,0,0,0,0,0
2797431,1,0,0,0,0,0,0,0,0,0,0
1112910,0,0,0,0,0,0,0,0,1,0,1
1592100,0,1,1,1,0,1,0,0,0,0,0
1760222,0,0,0,0,0,0,1,0,1,1,1
3105751,0,0,1,1,0,1,0,0,1,1,1
1227347,1,0,0,1,0,0,1,0,1,0,0
2056370,0,0,0,1,0,0,0,0,0,0,0
2495954,0,1,0,0,0,0,0,0,0,1,1
3056955,0,0,0,0,0,0,1,0,1,0,1
632207,0,0,0,0,0,0,0,1,0,0,0
993307,0,0,1,0,0,0,0,1,0,0,0
98236,0,0,0,1,0,0,1,0,1,0,1
789304,0,0,1,1,0,1,0,0,0,0,1
664655,1,0,0,0,0,0,0,0,0,0,0
914946,0,0,0,1,0,0,1,1,0,0,0
2819409,0,0,0,0,0,0,1,0,1,1,1
1969503,0,0,0,0,1,1,0,0,0,0,0
982782,1,0,0,1,0,1,1,0,1,0,1
2868211,0,0,1,0,0,0,0,0,1,0,1
2548592,0,0,0,0,1,0,0,0,1,0,0
1452837,0,0,1,1,0,1,1,1,0,0,0
639881,0,0,1,0,0,0,0,0,0,0,0
2316025,1,0,1,1,0,1,1,0,1,0,1
2220428,0,1,0,0,0,1,1,1,0,1,1
1146873,0,0,0,0,0,0,0,1,0,1,0
2201457,0,1,1,0,0,0,0,0,0,0,0
660752,0,0,1,0,0,0,0,0,0,0,0
1200274,1,0,1,1,0,1,0,0,1,1,0
3069900,0,0,0,1,0,1,0,0,1,0,0
2524940,1,0,0,1,0,0,0,0,0,1,0
50061,0,1,0,0,0,1,1,1,1,0,1
1577552,1,1,0,0,0,0,0,1,1,1,0
591559,0,1,0,0,0,0,0,1,0,0,0
1384208,0,0,0,0,0,0,0,0,0,1,0
3202165,1,0,0,0,0,0,0,0,0,0,0
3234902,0,1,0,0,0,0,1,0,0,0,0
2760794,0,0,1,1,0,1,0,0,0,0,1
762822,0,0,1,0,0,0,1,0,0,0,0
2127851,0,0,0,0,0,0,0,1,0,0,1
3162452,1,1,0,0,0,0,0,0,0,1,0
1943797,0,0,0,0,0,0,1,0,0,0,0
2801332,1,0,1,1,0,1,0,0,0,0,0
2948959,0,0,1,1,0,1,0,0,0,0,0
2288978,0,1,1,1,0,1,0,0,0,0,0
2381554,0,0,1,0,0,0,0,0,0,0,0
1238180,0,0,1,1,0,1,0,1,1,0,1
297918,0,0,0,0,0,0,0,1,0,0,0
2369633,0,1,0,0,0,1,0,0,0,0,0
2121960,0,0,0,1,0,0,0,0,0,0,1
1119517,1,0,0,0,0,1,1,1,1,1,0
2415376,0,0,0,1,0,0,1,0,0,0,0
2338310,0,0,0,0,0,0,0,0,1,0,1
400338,0,0,0,0,0,0,0,0,1,0,0
643634,0,1,0,1,0,0,1,1,0,0,0
1567825,0,0,0,1,0,0,1,0,1,0,1
155446,0,1,0,1,1,1,0,0,1,0,0
2815726,0,1,0,0,0,0,0,0,0,1,0
1679633,1,0,0,0,0,0,0,0,0,1,0
753648,1,0,0,0,0,0,0,1,0,0,0
1127985,0,0,0,1,0,0,0,0,1,1,0
1767522,0,0,1,1,0,0,0,0,0,0,0
871702,0,0,0,0,0,1,0,0,0,0,0
327898,0,0,1,1,0,1,0,0,0,0,0
2480072,0,1,0,1,0,0,0,0,0,0,0
165670,0,0,0,0,0,1,0,0,0,1,0
2623765,0,1,0,0,0,0,0,0,0,0,0
2443798,0,1,1,1,0,1,0,0,0,0,1
1797821,0,0,1,1,0,1,0,0,1,0,0
2323114,1,0,0,0,0,0,0,0,0,0,1
3033435,0,0,0,0,0,1,0,0,0,1,0
975060,0,1,0,1,0,0,1,1,0,0,0
2602478,0,0,0,1,0,0,0,0,0,0,1
2929067,0,0,0,0,0,1,0,0,1,0,0
1421757,1,1,0,0,0,0,0,0,1,0,0
259054,0,0,1,1,0,1,1,0,1,0,0
944497,0,1,1,1,0,0,0,0,1,1,1
2268576,0,1,0,1,0,0,0,0,0,1,0
1042142,0,0,0,0,0,0,0,0,1,1,0
3150379,1,0,1,0,0,0,0,0,1,0,1
1743291,0,0,0,1,0,0,0,0,0,0,1
2480981,0,0,1,0,0,0,0,0,1,0,1
586946,0,0,0,1,0,1,0,1,0,1,0
507776,0,0,0,0,0,0,0,0,1,0,1
2970536,1,0,1,1,0,1,0,0,0,0,0
2638578,0,0,0,0,0,0,1,0,0,0,0
2529808,0,0,0,0,0,0,0,0,1,0,0
2346577,0,0,0,0,0,0,0,0,0,0,1
203634,0,0,1,1,0,1,0,1,0,0,0
69302,0,0,0,0,0,0,1,1,1,0,0
2272560,0,0,1,0,0,0,1,0,1,0,1
2190141,0,0,1,1,0,1,0,0,0,0,0
2914187,0,1,1,0,0,1,0,0,1,0,0
508931,0,1,0,0,0,0,0,1,1,0,0
715224,0,1,0,0,0,0,0,0,0,0,0
2496501,1,1,1,0,0,0,0,0,0,0,0
2083766,1,1,0,0,0,0,0,1,0,0,0
1334249,1,0,1,0,0,0,0,0,1,0,1
1939913,1,0,0,0,0,0,0,0,0,1,1
482368,0,0,1,1,0,1,0,0,0,1,0
2838827,1,1,0,0,0,0,1,0,0,0,0
2092293,1,1,0,0,0,0,0,0,1,1,1
198589,0,1,0,0,0,0,0,1,0,0,0
408335,1,1,1,0,0,1,0,0,1,0,0
2029058,0,0,0,0,0,1,0,0,0,0,0
2306580,1,1,1,0,0,1,1,0,0,0,0
1304497,0,0,0,0,0,0,0,1,0,0,0
3053175,0,0,1,1,0,1,0,1,1,0,1
343305,0,1,0,0,0,0,0,0,0,1,0
2777737,0,0,0,0,0,0,1,0,0,0,0
1036567,0,0,0,0,0,0,1,0,0,1,1
2317273,0,0,0,0,0,0,0,0,0,0,1
1020805,0,0,0,0,0,0,1,0,0,0,0
2374833,1,1,0,0,0,0,0,1,0,0,0
237809,0,0,0,0,0,1,0,0,0,0,0
2570187,0,0,1,1,0,1,0,0,0,0,0
1719947,0,1,0,0,0,0,0,0,1,1,0
542737,1,0,0,1,0,1,0,0,0,0,0
950946,0,0,0,0,0,0,0,1,1,0,0
18596,0,1,0,0,0,0,0,0,0,0,0
808681,1,0,0,0,0,0,0,0,0,0,0
538131,1,0,0,0,0,0,0,0,0,0,0
1137094,0,0,1,1,0,1,0,0,0,1,0
970850,1,0,0,0,0,0,0,0,0,1,0
2436979,0,0,0,0,0,0,0,0,0,0,1
742345,0,0,1,1,0,1,0,1,1,0,0
175782,0,1,1,1,0,1,0,0,0,0,1
2616747,0,0,0,0,0,0,0,0,0,0,1
3207542,0,0,1,1,0,1,0,1,0,0,0
114768,0,0,1,0,0,1,0,0,0,0,0
2421538,1,1,0,0,0,0,0,0,1,1,0
2527373,0,1,1,1,0,1,0,0,1,0,1
2801823,0,0,0,0,0,0,1,0,1,0,0
355662,0,1,0,0,0,1,0,1,0,1,0
3016900,1,0,0,0,0,0,0,0,0,0,0
1779631,0,0,1,0,0,1,0,0,0,0,0
2384909,1,1,0,0,0,0,0,0,1,1,1
783426,0,0,1,0,0,0,0,0,0,0,0
2555319,1,0,1,0,0,0,0,0,0,0,0
2758013,1,0,0,1,0,0,0,0,0,1,0
2844058,0,1,0,0,0,0,0,0,0,1,0
1492260,1,0,0,0,1,0,0,1,0,0,0
678051,0,1,0,1,0,1,0,0,0,0,0
3161380,1,1,0,0,0,1,0,0,1,1,1
871473,0,0,0,1,0,0,0,1,1,0,0
801521,0,0,0,0,1,1,0,0,0,0,0
3074569,0,0,1,0,0,0,0,0,1,0,1
3110137,0,0,0,0,0,0,0,1,0,0,0
1646259,0,1,0,1,0,0,0,0,0,1,0
719555,0,0,1,0,0,0,0,0,1,0,1
1726948,0,0,1,1,0,0,0,0,0,0,0
2154047,0,0,1,0,0,0,0,1,1,1,1
1741904,0,1,0,0,0,0,0,0,0,1,0
1254056,0,0,0,1,0,1,0,0,0,0,0
27601,1,1,0,0,0,1,1,1,1,0,1
2112092,0,0,0,0,0,0,1,0,0,0,0
1124840,1,1,0,0,0,0,0,0,0,1,0
874523,0,0,1,1,0,1,1,0,1,0,0
751852,1,0,0,0,0,1,1,1,1,1,0
2408626,0,1,1,1,0,1,0,0,0,0,0
2737783,0,1,1,0,0,0,0,0,1,1,0
1850138,0,1,0,0,0,0,0,0,1,1,0
2366116,0,0,0,1,0,0,0,1,0,1,0
1160191,1,1,1,0,0,0,0,0,0,0,0
2200000,0,1,1,0,0,0,0,0,0,0,0
533000,0,0,0,0,0,0,1,0,0,0,1
954054,0,1,0,0,0,0,0,0,1,1,0
1778479,0,1,1,1,0,1,0,0,1,0,0
1976231,1,0,0,1,0,0,0,0,0,0,1
2678143,0,0,0,1,0,0,0,0,0,0,1
2096173,0,0,1,1,0,1,1,0,1,0,1
1688357,0,0,1,1,0,1,0,1,1,0,0
1232908,1,0,0,0,0,1,0,0,1,0,0
2845652,0,1,0,0,0,0,0,0,1,0,1
546877,0,0,0,0,0,0,1,0,0,0,0
581562,0,0,1,1,0,1,0,0,0,0,0
1880871,0,0,1,0,0,0,0,0,0,0,0
1111161,0,0,1,1,0,1,0,0,0,0,1
505174,0,0,0,0,0,0,1,0,0,0,0
2107815,0,0,0,1,0,0,0,0,1,1,1
1238678,0,0,0,1,0,0,0,1,0,0,0
2911560,0,0,1,0,0,0,0,1,1,0,0
2187084,1,0,0,0,0,0,0,0,0,0,0
999412,0,0,0,1,0,1,0,1,0,0,1
1389579,0,0,0,0,0,1,0,0,0,1,0
1913843,0,1,0,0,0,0,0,0,0,1,0
1808335,0,1,0,0,0,0,0,0,0,1,0
482927,1,0,1,1,0,1,1,0,0,0,0
3184598,0,0,0,0,0,0,0,0,0,1,0
2811959,1,1,0,0,0,1,0,0,0,0,0
157700,0,1,0,0,0,0,1,0,0,1,0
2877211,0,1,1,1,0,1,0,0,0,0,0
599320,0,0,0,0,0,0,0,1,0,0,0
1218887,0,0,1,0,0,0,0,0,0,0,0
1543771,0,0,0,0,0,0,1,1,0,0,0
395844,0,0,1,0,0,0,1,1,1,0,1
417352,0,1,0,0,0,0,0,0,1,1,0
2679386,1,1,1,0,1,1,1,1,1,1,1
648395,0,0,0,0,0,0,1,0,1,0,1
549898,0,1,0,1,0,0,1,0,0,0,1
3157149,0,0,0,0,0,0,0,0,1,0,1
3065818,0,1,0,0,0,0,1,1,0,0,0
2191049,1,0,0,0,0,0,0,1,0,0,0
1081197,1,1,0,0,0,0,0,0,0,1,1
2955712,1,1,0,0,0,0,1,0,0,1,0
422838,0,1,1,1,0,0,1,0,0,0,0
2612868,1,0,1,0,0,1,0,0,0,0,1
438243,0,1,0,0,0,1,0,1,0,0,0
2502817,0,0,1,0,0,0,0,1,0,0,0
1528664,0,0,1,0,0,0,0,1,1,0,0
694892,0,0,0,0,0,0,0,1,0,0,0
2170231,0,1,0,0,0,0,0,0,0,1,0
2820456,0,0,0,0,0,0,1,0,0,1,0
250242,0,0,0,1,0,0,0,1,0,0,0
2373096,1,1,0,0,0,1,0,0,1,1,1
2365942,0,0,0,0,0,0,0,0,1,0,0
2834247,0,0,1,0,0,0,0,0,0,1,0
2729233,0,0,0,0,0,0,0,1,0,0,0
1369938,0,0,0,1,0,0,0,0,0,0,0
543289,0,0,1,0,0,0,1,0,1,0,1
3150993,0,1,0,0,0,0,0,0,0,1,0
3217741,0,0,0,0,0,0,0,0,0,0,1
2015366,0,0,0,1,0,1,0,0,0,0,0
1005750,0,1,0,0,0,0,0,0,0,0,0
2327175,0,0,0,0,0,0,0,1,0,0,0
