Insulation_Rating,Outdoor_Temp,Num_Occupants,Home_Age,Home_Size
5,61,3,44,1776
8,55,5,50,1823
7,48,10,48,2808
7,49,9,54,3822
10,55,3,48,6732
7,90,2,52,6049
4,51,4,16,1352
6,73,1,33,6923
7,66,6,34,3175
6,81,2,16,3757
5,61,1,57,2487
7,71,8,43,6701
5,40,9,29,1602
3,59,2,48,607
6,39,1,51,6791
5,82,6,26,5735
2,76,8,51,3498
10,62,8,42,6908
4,85,1,59,3360
2,41,9,19,4670
10,45,2,30,2749
7,83,1,27,705
7,86,5,59,6373
10,44,1,27,3051
9,58,1,45,6920
9,45,3,51,618
9,65,2,17,5423
10,83,7,57,4952
6,76,3,46,5444
2,89,8,46,3854
5,88,1,43,6097
4,68,10,41,1959
10,83,5,44,4922
3,78,4,60,4274
4,49,6,59,750
7,58,5,51,5467
3,89,6,46,2050
3,73,5,50,2117
3,39,6,19,3146
7,85,6,45,667
9,86,8,44,4799
6,65,2,56,4941
8,54,2,41,3046
3,60,2,54,2947
6,82,7,44,3246
6,49,5,53,794
3,69,5,25,3470
8,55,6,54,2825
10,89,7,45,3270
10,75,4,44,5305
5,75,1,59,1664
5,83,9,34,2651
6,64,1,34,5812
3,68,6,52,769
8,62,5,56,6988
3,52,8,43,5050
8,85,2,16,4277
4,44,2,49,954
4,67,7,44,3184
10,51,1,18,4213
3,90,10,34,6046
7,88,1,20,6429
3,42,5,50,3702
5,38,3,18,3632
3,90,5,37,6678
10,81,1,19,4058
3,85,10,31,2391
2,77,10,46,6356
6,40,1,33,6598
8,83,5,15,6137
2,87,7,35,2289
3,72,9,28,753
9,41,3,32,4153
10,77,10,59,2434
3,54,3,61,3529
7,57,2,37,4514
9,48,1,46,3087
10,78,4,25,3740
8,38,6,20,2187
5,44,5,33,6284
2,64,1,21,707
10,83,8,33,4751
7,80,5,16,1700
6,57,9,47,739
9,74,7,28,5918
10,73,9,37,4509
8,63,8,42,6316
3,76,4,26,537
7,61,7,21,4977
4,76,10,53,5944
7,63,10,45,3107
5,74,4,52,6337
4,54,7,50,1309
5,58,4,53,6458
7,51,6,15,5929
7,39,8,53,2047
2,52,10,34,4096
10,67,9,16,782
10,42,6,27,4464
3,53,6,46,1689
9,51,3,55,6326
2,60,1,33,7004
6,89,1,40,659
3,63,7,54,6727
4,57,10,25,4494
4,38,2,45,886
3,90,7,15,786
10,47,6,42,1580
7,41,6,56,513
2,86,5,33,2489
5,55,7,36,2697
8,58,6,52,1647
5,50,7,59,507
7,76,1,51,494
10,79,6,49,4147
8,42,6,51,997
6,52,8,50,6965
6,53,10,27,654
2,84,7,20,2539
4,42,4,28,693
5,79,8,56,742
4,67,6,50,3232
9,46,10,54,583
4,72,8,59,3127
5,58,1,48,1218
10,70,10,18,1239
7,58,5,35,861
7,63,7,51,3099
2,53,8,39,4351
4,78,8,35,4210
9,68,4,51,3678
5,79,2,50,2304
6,48,2,34,2328
6,51,7,35,6282
8,54,8,41,965
4,59,2,37,3231
8,52,7,55,1835
4,80,4,26,921
6,77,4,54,2524
4,71,7,24,1868
9,87,6,25,4596
8,46,5,27,2276
5,50,2,61,6882
3,68,10,52,2743
2,67,8,59,5825
10,85,6,49,4515
5,86,10,30,3371
2,61,7,43,3449
4,69,6,57,2914
10,74,10,19,1639
9,75,7,31,5372
2,40,3,25,5256
9,53,5,59,2882
4,43,4,46,6184
9,42,1,34,6467
9,39,3,21,6149
8,51,2,48,2442
3,67,5,34,3873
7,45,1,26,2093
9,60,6,43,1544
7,71,2,25,2687
6,71,4,61,1259
8,55,1,50,2804
9,76,1,59,5889
7,50,2,50,677
8,68,10,58,4860
4,56,6,56,2903
10,62,5,47,659
2,81,8,49,4187
6,82,8,42,4384
10,69,7,54,3157
9,84,7,15,4868
5,75,10,34,5192
6,61,10,58,4080
6,45,2,39,4652
6,70,9,39,3420
6,79,6,41,1097
7,86,2,47,4709
6,64,4,32,6748
7,49,7,30,3456
7,66,7,60,1553
10,38,7,47,6238
9,61,4,61,6503
6,83,3,56,3154
9,81,5,47,809
4,77,9,46,4233
10,87,1,50,2871
9,75,4,52,499
8,70,6,45,789
4,46,5,53,2758
8,81,8,49,2399
7,60,2,41,5765
2,90,4,47,5976
9,51,5,35,5367
5,72,7,41,657
10,75,8,60,1892
5,74,3,22,3583
10,41,5,41,1224
10,57,7,23,2208
10,40,6,38,2247
3,87,8,55,2429
6,78,10,54,2088
5,43,7,49,4975
9,48,1,23,4529
2,75,5,43,686
2,63,2,55,5540
5,87,8,19,528
4,58,8,23,5772
10,40,6,50,858
2,73,5,24,3585
9,71,2,49,637
9,38,10,47,4544
5,59,9,50,1884
6,41,1,54,2640
6,67,2,30,4748
2,48,5,50,3932
9,81,9,21,3255
6,86,4,19,5954
7,65,10,55,7073
6,62,4,59,2536
8,41,7,47,2347
7,49,9,53,1563
3,86,2,20,2205
6,67,3,49,6174
10,84,4,59,1715
9,43,6,40,5337
2,44,8,42,616
5,82,3,27,1216
9,82,7,40,2248
8,49,8,42,5541
8,41,3,50,2913
6,62,9,35,2946
2,41,2,41,5460
7,42,2,26,4214
9,44,2,49,2920
8,58,3,55,1911
9,49,7,37,7020
3,41,5,45,643
7,77,5,18,3975
10,81,1,58,4607
5,63,9,57,4606
3,47,8,16,3439
2,89,1,38,5406
9,61,4,55,6896
2,54,1,46,489
9,38,7,32,3315
2,77,9,27,927
9,65,10,61,5544
7,63,8,56,3229
6,53,8,33,4934
10,80,5,52,4795
2,71,1,21,1533
8,41,4,58,880
2,55,4,38,4016
2,89,1,18,5800
9,39,4,40,1046
3,87,1,53,6442
9,55,10,58,5552
9,90,4,17,5187
7,62,2,45,6547
2,50,9,53,6647
8,64,7,35,766
7,82,6,22,5594
5,73,2,36,6038
6,57,4,49,1610
9,83,8,57,3525
2,49,1,47,2385
5,42,6,51,581
2,62,1,40,658
9,88,8,52,2491
4,55,7,43,3134
9,75,9,32,3023
4,49,7,28,2021
5,38,6,47,4942
3,41,6,56,4999
5,49,10,31,552
10,43,10,27,700
9,71,2,56,2382
7,43,3,29,2248
4,44,10,40,6759
4,87,9,18,3159
10,49,2,49,4764
5,59,6,46,1199
10,85,1,41,2895
9,87,7,48,616
9,76,7,55,3781
10,63,3,51,4384
10,48,10,35,5987
7,69,6,20,642
9,47,1,44,4026
2,71,6,61,6393
2,50,10,59,529
8,71,2,55,3173
9,70,3,26,7030
2,90,8,55,609
9,67,4,22,5818
8,53,6,49,2820
10,78,4,61,1208
2,69,8,52,703
9,48,7,29,6856
8,59,2,52,4093
6,39,5,59,6137
8,70,2,39,1771
10,83,7,59,4771
9,57,5,24,790
2,80,8,53,3551
10,85,9,16,5213
2,68,8,41,6313
10,82,6,61,5927
4,76,6,47,633
9,68,6,49,3321
2,67,7,46,2427
5,64,2,45,6472
8,88,7,56,620
4,73,6,54,6496
9,77,6,52,6975
5,48,9,47,6154
3,46,2,39,3151
4,47,9,59,757
4,50,5,52,5404
8,66,1,15,2909
9,48,1,28,6191
4,68,5,59,3919
10,43,9,43,528
7,57,1,33,1942
7,50,9,53,572
7,57,1,61,6909
4,90,10,47,3866
8,85,5,32,3912
5,39,5,60,726
3,87,8,26,6851
7,60,9,25,800
10,58,7,42,2788
8,74,5,57,3219
9,90,9,22,6586
10,43,5,25,6206
6,78,4,22,3892
4,59,5,36,2495
7,50,9,38,5813
4,55,7,45,2504
6,73,6,17,4433
2,59,1,57,2767
7,54,2,39,2219
10,54,6,59,4331
6,89,1,50,6025
10,52,3,36,6520
7,42,8,60,6513
8,88,4,23,6136
9,69,1,16,6264
8,74,4,53,681
6,73,8,48,4708
8,50,9,50,555
8,69,5,23,3458
8,81,7,56,1837
7,67,9,51,3997
6,79,9,58,550
4,38,10,43,5989
7,52,1,57,5727
6,49,6,32,6462
10,59,8,34,2708
6,43,4,59,2383
2,61,1,22,4607
7,89,8,46,1767
8,88,6,30,6839
7,51,1,45,2866
2,70,8,25,3445
3,71,2,49,653
5,73,8,27,6322
5,72,6,46,1524
3,46,10,59,531
3,40,3,17,5262
8,64,8,43,6139
2,90,6,53,3427
4,48,5,28,505
5,59,1,38,3858
9,88,5,53,5678
6,61,6,19,4483
10,44,7,29,6836
2,40,1,58,3473
7,40,7,27,1825
9,58,10,61,641
6,54,5,52,6139
6,47,6,16,566
4,90,3,31,1203
3,54,1,37,5561
3,42,9,24,5957
3,78,10,57,6527
3,89,10,61,6923
10,45,1,56,7081
9,60,7,56,4918
9,54,1,46,6885
10,61,7,61,7040
9,75,1,28,1262
5,81,6,29,6442
9,64,10,25,1265
2,59,1,49,4402
9,69,9,26,1278
9,62,1,44,3751
2,38,3,35,1174
6,50,4,24,6118
3,61,8,51,538
9,38,10,53,2086
5,90,1,44,3959
3,61,5,59,929
8,38,4,38,3625
7,87,1,58,2185
10,86,1,21,3317
2,65,9,21,3833
9,63,4,56,3961
6,49,7,52,3879
7,75,10,55,4211
2,52,5,61,1840
3,49,10,54,2747
10,45,5,55,2535
7,65,3,51,797
7,69,3,30,6319
5,46,9,57,610
4,85,5,55,6763
8,61,6,48,937
9,59,7,45,6985
2,40,1,24,2629
4,56,9,52,1594
4,87,6,50,2604
4,79,9,27,5666
10,47,10,32,6574
4,56,10,52,1774
6,71,10,56,2348
5,59,6,45,6278
5,67,6,38,2649
2,55,4,49,723
9,53,1,47,1195
3,75,7,44,3991
8,63,4,36,530
3,90,8,47,5449
2,84,5,42,4002
6,77,3,46,5316
3,70,1,56,2198
9,56,2,53,591
5,53,3,39,5526
5,72,6,39,2065
6,74,9,56,4081
4,41,4,22,6731
6,43,2,47,698
3,90,10,26,1105
6,62,2,54,6607
4,56,10,39,6758
5,42,6,61,4722
9,45,8,40,3352
8,51,4,39,6778
4,75,4,41,6687
4,87,7,48,583
4,45,5,56,5296
6,55,2,52,3007
6,46,6,50,5628
6,59,1,53,610
7,50,8,51,3224
7,57,1,54,3265
7,83,10,48,4587
6,85,6,61,4490
3,72,3,57,4856
7,71,6,47,4190
9,86,3,38,4900
10,45,8,33,870
5,48,9,58,1644
7,89,5,49,1926
2,40,5,51,2849
8,79,7,25,3267
3,47,1,55,4727
8,45,2,37,715
10,48,10,56,5910
2,48,6,22,652
7,38,6,19,780
3,85,5,48,4383
7,72,8,59,2835
10,67,4,29,6504
9,44,10,36,5656
5,59,9,30,3511
6,67,5,25,6066
9,82,3,60,1853
2,67,1,57,6391
6,46,10,47,2896
5,80,7,61,3694
10,69,5,52,5929
10,89,3,48,1184
4,81,4,51,2902
10,40,4,21,2636
8,64,3,23,6681
6,45,6,22,580
5,55,4,60,5337
2,53,10,56,5837
7,68,6,54,6411
4,43,4,50,1503
5,82,10,20,4353
2,66,4,52,4788
5,84,4,49,1049
6,53,5,19,4360
7,62,10,17,4013
6,75,10,32,5183
3,79,4,42,761
6,49,10,53,1298
4,87,1,17,1606
10,81,8,51,6325
9,55,8,35,758
6,45,3,30,4871
4,63,1,30,5773
4,58,2,26,3728
2,89,1,44,1296
4,76,10,36,2154
7,76,10,30,6100
7,67,7,41,3497
9,48,5,34,6906
9,59,5,53,1268
2,79,5,33,624
7,72,7,53,3993
7,87,4,38,2725
9,56,4,56,5502
3,67,7,47,6573
7,88,1,50,2998
10,68,10,45,2522
6,71,2,31,1112
3,43,10,51,1136
10,57,8,32,1984
5,86,10,57,1001
3,63,10,56,4544
5,67,10,46,5319
5,48,8,27,2415
10,49,10,49,5040
10,61,2,32,4990
3,75,1,34,2887
2,64,4,19,4697
4,76,6,52,3640
5,70,8,40,2371
6,71,2,56,6571
7,50,3,46,3876
3,72,4,57,3297
7,49,4,34,1302
5,76,8,44,2653
4,71,6,17,1795
7,74,6,56,1492
9,43,6,55,4109
9,78,5,22,2794
6,47,7,57,6256
4,52,6,39,6919
4,39,1,41,771
6,57,7,26,5966
3,40,6,55,4074
4,49,10,49,4155
9,70,2,56,2106
4,54,8,29,6911
9,73,9,23,4693
4,53,5,47,1097
9,45,6,46,4769
4,90,8,33,4103
5,72,6,58,7038
3,38,2,31,3775
9,76,10,31,1015
5,89,4,23,4044
8,66,4,46,6220
9,51,8,31,502
7,55,6,50,736
10,38,9,31,4282
8,68,5,48,999
2,46,6,28,5885
7,42,5,53,4214
6,89,7,16,5388
10,80,4,35,5593
2,75,10,39,3407
2,57,1,18,5869
2,86,9,47,2793
10,74,10,23,2748
4,53,10,48,775
9,53,7,23,4189
2,76,6,22,4064
9,89,2,40,4326
7,76,3,35,1783
2,56,4,26,6270
10,76,3,60,5467
10,43,10,37,1370
10,84,2,32,1995
3,51,10,46,1380
8,79,5,32,4605
3,50,9,23,1199
2,66,9,48,4354
7,48,10,37,5775
2,61,3,51,3297
10,77,1,40,6523
10,67,6,40,897
8,73,1,31,5120
7,48,6,44,534
10,70,9,36,1754
9,60,5,20,5647
2,68,10,33,6338
2,49,6,54,5319
2,41,4,53,1598
2,54,8,52,4000
10,63,6,24,3831
5,61,7,52,819
8,74,8,29,3126
7,76,1,17,3701
4,38,1,46,2211
3,84,4,31,3482
3,60,7,35,578
4,88,1,36,1378
5,85,10,46,5341
8,59,8,51,6887
6,78,1,58,6125
6,48,7,36,2800
9,88,4,35,3065
3,48,5,19,2492
3,55,7,49,4878
9,49,9,57,4077
4,83,4,46,795
5,67,3,49,3925
3,50,8,51,3122
10,76,2,47,562
3,43,6,48,607
8,67,1,61,3286
6,38,1,50,1591
5,58,3,54,5640
2,83,9,20,6575
10,80,2,60,3765
3,72,4,53,3942
2,53,3,57,1958
10,58,6,53,6169
5,70,6,49,6186
10,74,10,55,2750
10,90,7,30,615
5,49,8,43,2171
8,46,4,15,5811
2,81,6,24,2239
5,58,7,60,5068
2,77,6,44,989
7,60,4,46,818
4,69,7,48,6411
8,73,7,49,4992
6,59,10,35,7081
4,61,1,32,1744
5,85,8,35,5512
5,71,5,51,3212
4,82,1,30,789
6,71,1,55,2010
6,55,5,43,4299
2,73,3,60,6316
6,45,4,47,4854
9,45,2,51,5186
2,42,8,20,6157
4,53,8,26,2458
4,50,6,59,966
6,79,7,19,1839
5,71,6,58,2237
3,80,9,59,5802
7,55,3,55,4060
7,68,8,56,3373
8,55,7,32,1301
6,71,2,25,2575
8,81,10,44,6205
6,44,4,55,2918
10,68,3,17,5360
9,74,4,29,3388
10,86,7,40,4517
3,65,3,42,5999
4,58,2,22,5242
9,54,7,53,6776
8,67,9,35,3401
7,42,5,24,5596
6,86,6,22,722
6,53,8,52,1236
5,59,3,35,1489
8,71,6,53,3902
8,87,9,26,2888
8,61,10,45,1130
2,82,9,45,562
6,45,8,48,3933
7,86,5,44,878
9,78,4,32,2669
7,46,9,20,6254
7,49,7,42,3648
2,69,2,59,6575
10,76,2,35,6033
5,42,5,33,6616
6,83,4,17,3072
6,75,4,46,2357
10,75,4,51,3591
2,58,2,41,3948
10,82,4,50,2561
9,63,2,42,2686
2,52,4,16,621
6,55,6,54,4469
8,47,5,40,3323
7,72,1,54,625
4,83,6,34,2047
8,74,6,55,791
2,65,8,55,2996
3,50,6,43,3048
10,82,10,23,3664
9,51,7,50,6580
5,72,4,46,2923
6,71,6,32,4716
3,43,3,34,5212
10,59,3,30,3474
8,72,5,30,2835
7,51,7,43,3332
6,44,2,43,1972
6,40,9,58,907
6,77,10,36,6118
7,83,9,42,475
7,44,4,44,1430
9,89,10,56,4147
9,80,1,61,3562
4,38,7,25,5962
10,52,9,51,4103
9,49,8,59,5826
7,41,2,53,1427
2,42,1,59,2279
6,75,2,51,6635
5,63,1,38,3003
2,54,4,58,6334
10,77,7,36,3627
9,64,10,31,2621
9,40,10,50,3578
3,84,5,31,2776
10,87,9,53,4855
2,81,8,61,3953
5,53,5,54,822
9,54,4,19,5800
5,47,7,23,1194
7,59,1,32,5649
8,60,7,46,5840
6,89,8,38,3141
10,50,5,51,6102
3,58,8,45,4752
8,43,4,40,1381
5,64,2,20,5558
7,63,7,56,6299
3,62,5,49,1257
10,65,7,60,3735
2,47,1,44,5412
8,69,6,43,2430
2,51,9,37,3395
9,72,5,58,2256
5,55,2,45,628
2,39,9,33,4225
10,83,1,30,2732
3,79,3,24,6262
10,74,2,50,3368
6,77,4,54,757
3,77,8,32,1779
10,74,4,58,4353
9,38,10,26,1737
4,51,9,53,751
5,81,1,48,1501
8,63,9,47,6518
7,84,9,49,4505
2,49,2,36,4080
2,55,10,53,6501
2,44,7,29,5654
6,41,6,21,6891
3,75,3,22,504
9,65,3,56,2376
4,64,4,18,5585
9,60,6,50,6886
5,42,1,44,6187
4,51,1,57,2910
9,52,6,25,759
2,86,8,59,6541
3,68,6,36,1651
5,72,5,27,618
2,52,8,31,717
4,51,8,19,2450
7,76,3,53,4698
6,75,7,46,4281
7,78,8,54,4114
4,38,7,43,3555
6,70,1,53,2366
10,88,5,18,3200
5,38,3,41,6561
6,83,8,46,2354
10,53,6,54,1685
2,73,3,59,977
3,58,5,52,6465
3,57,6,42,1442
7,81,9,54,744
6,40,10,36,5361
10,43,9,44,2613
2,71,4,53,2925
2,50,9,59,604
6,67,7,25,6334
2,80,8,45,2605
9,39,1,57,5643
5,73,5,60,6849
4,73,1,43,1296
10,41,8,25,611
6,68,2,30,6229
6,56,8,50,4576
9,53,7,36,6856
8,41,8,52,2931
6,73,2,32,5154
6,58,9,37,2554
7,40,4,35,941
2,78,9,21,2877
5,71,2,25,2247
9,83,4,27,5509
9,39,1,29,2044
3,82,4,26,3732
6,42,10,26,4774
4,52,2,30,4343
3,62,5,56,2321
10,85,10,23,1733
4,75,10,48,4535
4,43,4,53,3933
9,71,1,61,2272
4,42,9,59,3581
5,40,8,43,6486
2,89,5,56,1503
3,64,7,36,2393
3,79,4,16,4817
6,59,2,34,6791
9,77,2,22,6546
3,89,10,30,6971
2,45,6,37,3970
9,44,5,26,3339
7,56,9,61,4106
10,59,2,48,1768
8,58,8,48,2403
9,67,1,52,2128
9,76,10,57,1898
5,72,10,47,6614
7,88,5,52,3544
6,49,1,61,1957
6,82,8,61,1850
3,41,7,19,3567
2,85,5,55,4945
4,72,8,49,6378
2,57,4,58,6274
3,62,4,24,5912
4,84,10,23,2653
5,73,1,20,2310
4,77,9,56,628
3,84,6,49,6664
9,41,10,51,6692
4,43,8,37,1265
5,68,3,41,4700
6,69,5,19,5110
8,44,1,35,1844
3,65,2,40,2587
5,49,6,55,4365
7,56,10,27,6282
6,83,7,16,7025
4,43,1,52,2862
3,69,3,39,6218
3,39,1,47,902
4,39,1,51,3628
5,64,10,61,4345
9,67,9,40,4619
9,79,3,43,700
5,65,2,26,3906
4,81,6,32,5113
9,69,6,27,3818
2,57,6,17,4721
7,66,6,51,6261
6,74,5,50,2114
7,63,3,45,3976
2,90,9,44,3779
8,63,1,54,3904
7,56,10,50,1573
3,55,2,49,5481
7,41,10,32,4506
7,81,2,16,5941
4,48,9,32,6791
9,64,3,21,693
3,68,4,17,6360
6,57,5,29,1572
4,73,8,19,2948
4,83,6,50,3215
4,84,7,19,3432
7,79,2,50,5325
8,59,7,54,1915
5,81,2,60,2632
2,85,2,43,6609
6,77,6,36,5083
10,51,5,46,5843
5,90,4,49,558
4,81,1,39,3030
9,75,3,43,1612
6,88,2,49,5309
9,57,5,47,6911
2,89,2,21,3450
4,79,7,44,6437
4,90,1,56,5964
3,82,8,56,3211
6,66,5,23,2335
9,67,2,60,1250
2,89,8,17,3104
8,89,4,45,3449
7,46,5,55,6344
5,52,10,36,4040
7,88,1,52,4883
8,58,8,30,6805
10,52,4,39,6930
9,86,2,20,1904
8,40,4,21,6077
5,56,3,33,1713
9,53,10,39,4375
7,74,10,33,5444
10,74,8,26,752
5,39,10,58,6352
4,57,7,20,545
7,71,7,21,3575
3,57,6,51,4575
3,86,1,19,794
10,57,2,59,3069
3,47,4,47,6135
7,82,6,51,3203
9,52,9,29,1290
3,82,4,54,2688
4,63,7,46,648
10,60,4,25,3152
5,43,7,58,4581
10,42,9,33,6171
8,45,2,34,6960
7,50,3,43,6256
5,67,5,54,3367
5,65,6,53,6438
10,79,3,16,1344
7,64,7,53,4888
9,54,1,54,842
8,80,1,15,6137
8,41,5,49,6548
8,41,5,47,5972
10,74,6,58,755
7,68,8,51,2940
3,75,1,20,5501
7,53,1,41,2067
6,82,3,54,617
7,75,5,42,2899
5,78,8,25,5864
7,75,10,61,3726
10,49,4,58,6844
4,40,5,26,2894
4,79,3,18,4215
9,70,1,54,765
3,65,10,45,5503
10,77,5,58,4535
7,86,9,58,3551
8,45,1,36,1162
7,86,3,49,3619
3,70,8,15,2935
7,58,10,57,2934
5,42,10,48,5544
3,61,5,60,6639
3,64,8,43,6573
9,38,6,46,6456
4,87,9,53,2205
2,51,5,16,5448
3,83,9,53,4493
5,44,6,37,2591
8,55,8,29,1234
8,83,6,39,4302
4,76,5,55,5083
5,76,4,49,3013
8,77,3,17,1827
4,63,4,59,1535
8,46,6,18,6455
2,61,8,28,2842
2,55,10,52,6275
10,78,2,43,4662
2,81,3,17,1999
10,63,6,31,2321
5,64,2,54,702
6,75,10,51,649
4,59,7,18,6818
10,43,6,51,5452
3,83,10,25,2894
8,84,8,53,5833
10,66,2,56,5701
10,82,3,53,6705
6,79,7,53,2567
2,40,5,51,5338
8,38,9,41,2048
6,38,5,28,1746
6,68,10,37,6293
10,39,6,61,773
8,71,2,46,498
2,81,4,42,6712
3,47,2,50,494
5,86,1,47,583
10,72,10,57,2332
4,65,7,23,6615
6,89,9,52,1953
4,46,5,61,3564
6,49,10,60,672
5,54,9,52,694
4,55,2,23,1466
8,41,5,38,1674
7,55,5,34,3786
9,52,6,20,1465
4,45,8,35,3236
5,62,1,37,5499
3,90,8,27,2401
5,85,1,42,628
8,64,6,54,4159
4,47,9,44,5310
3,83,10,34,1724
3,38,9,23,3793
8,70,8,36,6235
6,39,10,47,2034
3,75,3,26,6809
2,78,4,58,3490
8,73,1,61,753
8,46,7,61,1537
2,49,9,38,7020
7,68,10,59,3054
5,52,10,55,3004
10,82,5,26,5630
7,74,8,50,4302
5,70,1,29,1382
6,42,2,20,625
3,38,10,47,5987
10,62,10,20,3986
6,65,4,40,1522
8,50,5,21,6101
8,64,8,44,3306
3,55,5,22,3651
9,68,8,44,1620
4,54,9,42,4088
8,47,2,27,2689
10,65,2,42,710
6,86,10,57,4389
10,43,7,58,3136
10,39,4,55,6637
6,48,8,44,4549
2,69,10,21,4798
10,70,10,41,2492
4,64,9,32,3414
9,66,1,56,3303
5,88,1,24,1757
7,87,6,55,3421
7,76,8,49,620
2,45,10,49,538
7,65,5,37,5818
9,75,1,50,628
2,62,2,53,4033
5,72,2,25,3011
3,70,6,49,6522
2,62,9,40,1034
10,83,10,52,3302
6,38,1,23,3127
5,82,6,48,7047
3,85,7,53,738
4,68,4,56,4148
3,52,5,35,1607
5,68,10,34,4481
3,51,1,50,4696
4,50,8,40,2517
9,77,3,60,2583
2,48,7,54,599
2,81,3,31,2684
3,78,2,58,3295
2,64,6,46,2840
2,72,4,40,1516
10,48,9,22,5264
9,84,10,37,549
2,68,3,37,1083
3,71,7,33,786
9,41,2,41,2970
9,74,1,52,1188
3,51,4,20,2084
2,77,6,54,3142
10,77,10,52,1753
7,88,5,49,2817
8,62,2,47,5223
2,62,1,32,5320
9,88,7,54,4532
2,73,1,55,5492
3,43,3,46,3947
2,56,4,49,3149
2,78,3,57,6573
2,62,8,41,2853
4,72,9,17,2607
3,72,6,51,1039
5,41,5,52,6934
10,81,1,33,1249
7,68,8,37,3251
2,51,1,44,4687
8,86,1,38,2735
8,42,5,43,4465
9,89,7,33,6263
7,39,2,51,5993
6,38,10,52,5823
2,68,2,42,4848
2,83,1,57,788
5,77,8,29,3905
2,73,9,52,3133
7,83,6,50,4023
10,43,2,55,4763
5,80,8,18,2074
10,43,7,43,5527
2,51,2,50,1204
5,70,4,45,5062
10,80,6,31,3803
6,76,2,21,6886
9,62,3,54,3925
2,52,3,44,3185
5,80,4,23,6826
7,42,5,44,6602
9,62,4,24,4637
6,68,10,47,6045
6,90,2,49,6591
8,82,8,49,3013
10,78,4,45,1556
4,64,2,22,6947
3,87,9,53,6433
4,72,5,35,1837
8,83,10,22,5511
7,56,9,52,2671
5,49,9,49,2311
9,53,2,46,6345
3,58,5,57,6849
5,71,8,24,636
2,71,7,26,3354
3,88,1,24,6462
8,42,6,56,5406
5,89,4,57,6691
5,46,6,47,6114
7,82,2,34,5148
2,76,7,59,3342
4,57,1,56,637
7,39,9,39,793
9,67,4,48,911
2,85,7,38,6764
7,50,10,52,5289
2,39,10,53,5917
9,57,9,52,1439
6,54,4,48,682
5,52,2,17,3479
7,76,4,16,498
9,73,4,55,6658
6,48,4,18,1929
9,74,7,53,650
6,65,1,34,6965
3,68,3,26,4179
7,84,1,47,870
4,57,10,38,3627
9,40,6,45,1278
10,89,5,39,6877
6,50,2,57,5174
2,85,3,44,1670
5,60,8,44,5000
10,42,8,46,6321
8,65,9,54,3973
6,53,8,56,1090
5,51,7,51,4814
4,56,3,56,6654
7,53,1,25,5854
4,63,5,58,1574
5,76,2,42,2090
8,47,7,54,537
8,70,5,32,563
7,41,5,50,771
9,39,9,18,5994
2,50,8,48,1626
2,64,9,25,2196
4,54,2,53,4034
6,82,5,43,1060
5,89,7,26,3572
9,57,4,50,794
7,71,6,32,2586
10,41,6,20,2791
10,69,4,61,3497
4,84,4,47,6283
9,49,3,38,2770
2,54,10,60,4968
8,61,4,25,1219
9,47,3,20,2063
2,52,6,39,2716
7,49,1,18,2229
8,57,3,18,771
9,88,4,53,3766
5,49,1,43,3606
4,64,5,51,4966
3,62,8,53,6231
7,75,1,42,696
8,63,7,46,3781
7,49,10,17,4825
4,86,10,26,3749
5,40,8,58,4509
3,56,1,42,678
4,79,3,24,2664
7,64,4,55,3836
7,64,2,54,6809
5,56,7,60,6469
8,75,10,48,3393
10,88,8,17,4671
4,41,3,59,4153
9,74,6,47,3861
2,40,10,38,4079
9,87,4,20,5712
4,75,3,44,4139
7,67,9,50,1782
7,67,9,29,1407
5,89,7,26,1893
4,52,7,48,1692
3,87,10,32,3460
4,68,7,56,525
5,51,4,50,5347
7,81,4,53,5075
2,47,3,26,5887
3,89,6,42,2233
4,42,3,29,3959
5,60,2,26,2310
7,78,2,41,4869
7,40,4,21,2627
2,67,2,35,5883
7,67,2,26,6863
8,56,4,52,3973
2,57,10,36,5408
4,71,7,50,3824
8,58,6,39,3243
9,56,5,44,1010
4,81,4,59,647
9,70,8,28,6217
7,58,6,53,2210
8,87,1,61,3020
3,66,4,36,6400
2,48,10,26,6971
5,52,5,46,2550
10,76,7,51,6914
9,63,7,26,4880
5,76,1,51,4556
4,89,2,48,4206
2,43,9,19,5593
10,80,2,45,4948
2,80,9,16,1470
2,50,2,46,5299
9,41,3,17,5880
7,75,9,43,6032
7,48,4,38,2837
10,79,6,59,3807
4,51,6,41,3655
9,57,3,54,540
3,71,1,44,3973
5,41,8,27,6445
9,56,4,46,1993
5,46,10,17,4573
6,67,10,51,4117
7,47,9,24,5928
8,64,7,24,5970
5,61,5,45,3797
5,77,9,50,5804
7,45,3,25,755
8,75,1,18,6320
8,88,1,45,657
6,62,6,29,4543
6,86,9,35,528
8,51,4,57,5267
5,45,3,48,5049
7,74,1,33,4834
6,47,10,52,5247
5,80,10,29,3853
2,41,2,61,6760
8,81,6,41,4862
5,85,7,38,5490
6,78,3,40,520
3,55,3,44,718
9,66,10,33,5018
8,71,5,23,1073
3,71,1,55,1303
2,48,3,46,4481
5,83,4,33,5732
5,84,6,24,5799
5,50,3,15,2803
8,87,4,50,2005
4,68,4,29,803
3,88,3,56,6505
9,62,6,20,5737
8,68,9,52,1697
10,72,8,15,2235
9,75,6,17,6906
7,74,2,48,5084
10,38,2,55,5322
9,70,5,45,6918
9,69,8,48,1496
8,81,4,40,2516
9,70,3,35,4337
9,52,1,40,4491
