"","x"
"5755","1"
"5756","1"
"5757","4"
"5758","1"
"5759","3"
"5760","4"
"5761","4"
"5762","4"
"5763","4"
"5764","2"
"5765","1"
"5766","1"
"5767","4"
"5768","4"
"5769","4"
"5770","1"
"5771","4"
"5772","4"
"5773","3"
"5774","4"
"5775","4"
"5776","4"
"5777","1"
"5778","3"
"5779","4"
"5780","4"
"5781","1"
"5782","4"
"5783","1"
"5784","1"
"5785","4"
"5786","4"
"5787","4"
"5788","4"
"5789","1"
"5790","3"
"5791","1"
"5792","4"
"5793","4"
"5794","4"
"5795","4"
"5796","1"
"5797","3"
"5798","4"
"5799","4"
"5800","1"
"5801","1"
"5802","4"
"5803","4"
"5804","1"
"5805","4"
"5806","2"
"5807","3"
"5808","4"
"5809","3"
"5810","4"
"5811","1"
"5812","1"
"5813","2"
"5814","4"
"5815","1"
"5816","4"
"5817","4"
"5818","4"
"5819","4"
"5820","4"
"5821","1"
"5822","4"
"5823","1"
"5824","4"
"5825","1"
"5826","1"
"5827","4"
"5828","1"
"5829","4"
"5830","1"
"5831","1"
"5832","4"
"5833","1"
"5834","4"
"5835","1"
"5836","1"
"5837","4"
"5838","2"
"5839","3"
"5840","4"
"5841","2"
"5842","4"
"5843","3"
"5844","4"
"5845","1"
"5846","4"
"5847","3"
"5848","4"
"5849","4"
"5850","4"
"5851","1"
"5852","4"
"5853","4"
"5854","4"
"5855","4"
"5856","3"
"5857","1"
"5858","4"
"5859","1"
"5860","4"
"5861","1"
"5862","1"
"5863","1"
"5864","1"
"5865","4"
"5866","1"
"5867","1"
"5868","4"
"5869","4"
"5870","4"
"5871","1"
"5872","1"
"5873","1"
"5874","4"
"5875","4"
"5876","4"
"5877","4"
"5878","4"
"5879","4"
"5880","4"
"5881","2"
"5882","4"
"5883","4"
"5884","4"
"5885","4"
"5886","4"
"5887","1"
"5888","4"
"5889","1"
"5890","3"
"5891","1"
"5892","4"
"5893","4"
"5894","4"
"5895","4"
"5896","2"
"5897","4"
"5898","4"
"5899","4"
"5900","1"
"5901","2"
"5902","4"
"5903","4"
"5904","1"
"5905","4"
"5906","1"
"5907","1"
"5908","4"
"5909","1"
"5910","4"
"5911","4"
"5912","1"
"5913","4"
"5914","2"
"5915","4"
"5916","1"
"5917","4"
"5918","1"
"5919","4"
"5920","4"
"5921","4"
"5922","1"
"5923","1"
"5924","4"
"5925","4"
"5926","4"
"5927","1"
"5928","1"
"5929","4"
"5930","2"
"5931","1"
"5932","4"
"5933","4"
"5934","1"
"5935","1"
"5936","1"
"5937","4"
"5938","4"
"5939","2"
"5940","1"
"5941","4"
"5942","4"
"5943","1"
"5944","1"
"5945","1"
"5946","4"
"5947","1"
"5948","1"
"5949","4"
"5950","1"
"5951","1"
"5952","3"
"5953","3"
"5954","4"
"5955","1"
"5956","4"
"5957","1"
"5958","1"
"5959","1"
"5960","1"
"5961","1"
"5962","1"
"5963","1"
"5964","4"
"5965","1"
"5966","1"
"5967","1"
"5968","4"
"5969","4"
"5970","1"
"5971","1"
"5972","4"
"5973","1"
"5974","2"
"5975","4"
"5976","4"
"5977","2"
"5978","4"
"5979","4"
"5980","4"
"5981","4"
"5982","2"
"5983","4"
"5984","4"
"5985","4"
"5986","1"
"5987","3"
"5988","4"
"5989","4"
"5990","2"
"5991","1"
"5992","1"
"5993","3"
"5994","3"
"5995","1"
"5996","1"
"5997","4"
"5998","4"
"5999","4"
"6000","3"
"6001","4"
"6002","1"
"6003","4"
"6004","1"
"6005","3"
"6006","1"
"6007","4"
"6008","4"
"6009","2"
"6010","4"
"6011","4"
"6012","4"
"6013","4"
"6014","4"
"6015","4"
"6016","4"
"6017","4"
"6018","1"
"6019","4"
"6020","1"
"6021","4"
"6022","4"
"6023","4"
"6024","4"
"6025","4"
"6026","1"
"6027","4"
"6028","4"
"6029","1"
"6030","1"
"6031","4"
"6032","4"
"6033","4"
"6034","4"
"6035","4"
"6036","3"
"6037","1"
"6038","1"
"6039","1"
"6040","4"
"6041","4"
"6042","1"
"6043","4"
"6044","4"
"6045","1"
"6046","4"
"6047","1"
"6048","4"
"6049","4"
"6050","1"
"6051","4"
"6052","1"
"6053","1"
"6054","1"
"6055","4"
"6056","4"
"6057","1"
"6058","4"
"6059","4"
"6060","3"
"6061","2"
"6062","2"
"6063","4"
"6064","1"
"6065","4"
"6066","4"
"6067","1"
"6068","4"
"6069","1"
"6070","1"
"6071","2"
"6072","4"
"6073","1"
"6074","1"
"6075","4"
"6076","2"
"6077","4"
"6078","4"
"6079","2"
"6080","4"
"6081","1"
"6082","4"
"6083","4"
"6084","1"
"6085","2"
"6086","1"
"6087","1"
"6088","1"
"6089","3"
"6090","4"
"6091","1"
"6092","1"
"6093","4"
"6094","4"
"6095","4"
"6096","1"
"6097","1"
"6098","4"
"6099","4"
"6100","1"
"6101","4"
"6102","4"
"6103","4"
"6104","4"
"6105","1"
"6106","1"
"6107","1"
"6108","4"
"6109","3"
"6110","4"
"6111","4"
"6112","1"
"6113","4"
"6114","4"
"6115","4"
"6116","1"
"6117","4"
"6118","1"
"6119","3"
"6120","3"
"6121","1"
"6122","1"
"6123","4"
"6124","3"
"6125","1"
"6126","1"
"6127","1"
"6128","1"
"6129","1"
"6130","4"
"6131","4"
"6132","4"
"6133","4"
"6134","1"
"6135","3"
"6136","4"
"6137","4"
"6138","4"
"6139","1"
"6140","1"
"6141","2"
"6142","2"
"6143","2"
"6144","4"
"6145","1"
"6146","4"
"6147","4"
"6148","4"
"6149","4"
"6150","4"
"6151","1"
"6152","4"
"6153","4"
"6154","4"
"6155","4"
"6156","2"
"6157","1"
"6158","2"
"6159","1"
"6160","4"
"6161","4"
"6162","1"
"6163","4"
"6164","1"
"6165","1"
"6166","4"
"6167","1"
"6168","2"
"6169","4"
"6170","2"
"6171","4"
"6172","4"
"6173","4"
"6174","1"
"6175","4"
"6176","2"
"6177","4"
"6178","1"
"6179","4"
"6180","4"
"6181","4"
"6182","2"
"6183","4"
"6184","4"
"6185","4"
"6186","1"
"6187","4"
"6188","4"
"6189","1"
"6190","4"
"6191","1"
"6192","4"
"6193","4"
"6194","4"
"6195","3"
"6196","4"
"6197","4"
"6198","4"
"6199","1"
"6200","1"
"6201","4"
"6202","3"
"6203","1"
"6204","1"
"6205","3"
"6206","4"
"6207","1"
"6208","3"
"6209","4"
"6210","1"
"6211","1"
"6212","4"
"6213","4"
"6214","2"
"6215","4"
"6216","1"
"6217","1"
"6218","4"
"6219","1"
"6220","4"
"6221","4"
"6222","4"
"6223","4"
"6224","4"
"6225","4"
"6226","1"
"6227","1"
"6228","4"
"6229","1"
"6230","4"
"6231","1"
"6232","4"
"6233","4"
"6234","4"
"6235","1"
"6236","4"
"6237","1"
"6238","4"
"6239","1"
"6240","1"
"6241","4"
"6242","4"
"6243","4"
"6244","4"
"6245","4"
"6246","4"
"6247","1"
"6248","4"
"6249","1"
"6250","4"
"6251","4"
"6252","4"
"6253","1"
"6254","4"
"6255","4"
"6256","4"
"6257","4"
"6258","1"
"6259","4"
"6260","4"
"6261","1"
"6262","4"
"6263","4"
"6264","1"
"6265","1"
"6266","1"
"6267","1"
"6268","1"
"6269","4"
"6270","1"
"6271","4"
"6272","3"
"6273","1"
"6274","4"
"6275","4"
"6276","4"
"6277","1"
"6278","1"
"6279","1"
"6280","1"
"6281","1"
"6282","1"
"6283","3"
"6284","1"
"6285","1"
"6286","4"
"6287","2"
"6288","1"
"6289","1"
"6290","1"
"6291","1"
"6292","1"
"6293","1"
"6294","1"
"6295","1"
"6296","1"
"6297","4"
"6298","4"
"6299","4"
"6300","2"
"6301","2"
"6302","1"
"6303","2"
"6304","4"
"6305","1"
"6306","4"
"6307","4"
"6308","1"
"6309","1"
"6310","4"
"6311","2"
"6312","4"
"6313","1"
"6314","4"
"6315","4"
"6316","2"
"6317","1"
"6318","3"
"6319","3"
"6320","1"
"6321","1"
"6322","1"
"6323","4"
"6324","4"
"6325","4"
"6326","1"
"6327","4"
"6328","1"
"6329","4"
"6330","4"
"6331","4"
"6332","1"
"6333","4"
"6334","4"
"6335","4"
"6336","1"
"6337","1"
"6338","4"
"6339","1"
"6340","4"
"6341","1"
"6342","2"
"6343","4"
"6344","4"
"6345","4"
"6346","1"
"6347","3"
"6348","4"
"6349","4"
"6350","1"
"6351","1"
"6352","1"
"6353","4"
"6354","3"
"6355","4"
"6356","1"
"6357","1"
"6358","4"
"6359","4"
"6360","4"
"6361","1"
"6362","1"
"6363","1"
"6364","1"
"6365","2"
"6366","1"
"6367","1"
"6368","1"
"6369","1"
"6370","1"
"6371","1"
"6372","4"
"6373","4"
"6374","4"
"6375","1"
"6376","4"
"6377","4"
"6378","1"
"6379","1"
"6380","4"
"6381","4"
"6382","4"
"6383","4"
"6384","4"
"6385","4"
"6386","4"
"6387","2"
"6388","2"
"6389","3"
"6390","1"
"6391","1"
"6392","1"
"6393","1"
"6394","4"
"6395","4"
"6396","4"
"6397","4"
"6398","4"
"6399","4"
"6400","1"
"6401","4"
"6402","4"
"6403","4"
"6404","4"
"6405","3"
"6406","4"
"6407","1"
"6408","3"
"6409","3"
"6410","4"
"6411","4"
"6412","4"
"6413","1"
"6414","4"
"6415","3"
"6416","1"
"6417","1"
"6418","1"
"6419","4"
"6420","1"
"6421","4"
"6422","4"
"6423","1"
"6424","1"
"6425","3"
"6426","1"
"6427","1"
"6428","1"
"6429","2"
"6430","1"
"6431","1"
"6432","1"
"6433","1"
"6434","1"
"6435","4"
"6436","4"
"6437","1"
"6438","1"
"6439","1"
"6440","1"
"6441","2"
"6442","1"
"6443","4"
"6444","2"
"6445","4"
"6446","4"
"6447","4"
"6448","1"
"6449","4"
"6450","1"
"6451","4"
"6452","4"
"6453","4"
"6454","3"
"6455","2"
"6456","1"
"6457","2"
"6458","4"
"6459","4"
"6460","4"
"6461","4"
"6462","4"
"6463","4"
"6464","4"
"6465","4"
"6466","4"
"6467","1"
"6468","4"
"6469","1"
"6470","2"
"6471","2"
"6472","1"
"6473","4"
"6474","1"
"6475","1"
"6476","4"
"6477","3"
"6478","1"
"6479","4"
"6480","1"
"6481","1"
"6482","4"
"6483","4"
"6484","4"
"6485","4"
"6486","1"
"6487","1"
"6488","2"
"6489","4"
"6490","4"
"6491","4"
"6492","2"
"6493","1"
"6494","4"
"6495","4"
"6496","4"
"6497","4"
"6498","4"
"6499","4"
"6500","1"
"6501","1"
"6502","1"
"6503","1"
"6504","4"
"6505","1"
"6506","1"
"6507","4"
"6508","4"
"6509","1"
"6510","1"
"6511","1"
"6512","4"
"6513","1"
"6514","1"
"6515","2"
"6516","1"
"6517","1"
"6518","2"
"6519","1"
"6520","4"
"6521","4"
"6522","4"
"6523","3"
"6524","4"
"6525","4"
"6526","4"
"6527","4"
"6528","4"
"6529","3"
"6530","4"
"6531","1"
"6532","4"
"6533","4"
"6534","2"
"6535","1"
"6536","2"
"6537","4"
"6538","4"
"6539","4"
"6540","4"
"6541","1"
"6542","4"
"6543","1"
"6544","4"
"6545","4"
"6546","3"
"6547","4"
"6548","4"
"6549","4"
"6550","3"
"6551","1"
"6552","4"
"6553","1"
"6554","4"
"6555","1"
"6556","2"
"6557","4"
"6558","4"
"6559","4"
"6560","4"
"6561","1"
"6562","2"
"6563","1"
"6564","1"
"6565","4"
"6566","1"
"6567","4"
"6568","2"
"6569","4"
"6570","1"
"6571","4"
"6572","1"
"6573","4"
"6574","4"
"6575","1"
"6576","4"
"6577","1"
"6578","1"
"6579","4"
"6580","4"
"6581","4"
"6582","4"
"6583","1"
"6584","4"
"6585","4"
"6586","4"
"6587","2"
"6588","4"
"6589","4"
"6590","1"
"6591","1"
"6592","2"
"6593","1"
"6594","4"
"6595","2"
"6596","1"
"6597","1"
"6598","4"
"6599","4"
"6600","1"
"6601","2"
"6602","4"
"6603","4"
"6604","1"
"6605","4"
"6606","1"
"6607","4"
"6608","1"
"6609","1"
"6610","1"
"6611","1"
"6612","4"
"6613","4"
"6614","4"
"6615","4"
"6616","4"
"6617","2"
"6618","4"
"6619","3"
"6620","4"
"6621","4"
"6622","4"
"6623","1"
"6624","3"
"6625","4"
"6626","4"
"6627","4"
"6628","4"
"6629","4"
"6630","4"
"6631","2"
"6632","2"
"6633","1"
"6634","4"
"6635","4"
"6636","1"
"6637","4"
"6638","4"
"6639","4"
"6640","4"
"6641","4"
"6642","4"
"6643","4"
"6644","1"
"6645","4"
"6646","4"
"6647","4"
"6648","4"
"6649","1"
"6650","4"
"6651","1"
"6652","4"
"6653","4"
"6654","3"
"6655","1"
"6656","4"
"6657","1"
"6658","4"
"6659","4"
"6660","4"
"6661","1"
"6662","4"
"6663","1"
"6664","1"
"6665","4"
"6666","4"
"6667","4"
"6668","1"
"6669","4"
"6670","1"
"6671","1"
"6672","1"
"6673","4"
"6674","4"
"6675","4"
"6676","4"
"6677","2"
"6678","1"
"6679","2"
"6680","4"
"6681","1"
"6682","4"
"6683","1"
"6684","3"
"6685","4"
"6686","2"
"6687","1"
"6688","4"
"6689","1"
"6690","2"
"6691","1"
"6692","4"
"6693","1"
"6694","4"
"6695","4"
"6696","1"
"6697","2"
"6698","2"
"6699","4"
"6700","3"
"6701","1"
"6702","1"
"6703","1"
"6704","4"
"6705","4"
"6706","1"
"6707","4"
"6708","4"
"6709","4"
"6710","4"
"6711","1"
"6712","1"
"6713","1"
"6714","1"
"6715","4"
"6716","4"
"6717","4"
"6718","4"
"6719","1"
"6720","1"
"6721","1"
"6722","1"
"6723","1"
"6724","3"
"6725","1"
"6726","4"
"6727","1"
"6728","4"
"6729","1"
"6730","4"
"6731","1"
"6732","4"
"6733","1"
"6734","4"
"6735","4"
"6736","1"
"6737","1"
"6738","4"
"6739","1"
"6740","4"
"6741","4"
"6742","4"
"6743","1"
"6744","1"
"6745","4"
"6746","1"
"6747","4"
"6748","4"
"6749","1"
"6750","4"
"6751","1"
"6752","4"
"6753","4"
"6754","4"
"6755","2"
"6756","4"
"6757","1"
"6758","1"
"6759","2"
"6760","4"
"6761","4"
"6762","4"
"6763","1"
"6764","4"
"6765","1"
"6766","4"
"6767","1"
"6768","1"
"6769","1"
"6770","4"
"6771","4"
"6772","1"
"6773","3"
"6774","4"
"6775","1"
"6776","1"
"6777","2"
"6778","1"
"6779","1"
"6780","4"
"6781","2"
"6782","4"
"6783","1"
"6784","1"
"6785","1"
"6786","4"
"6787","1"
"6788","1"
"6789","4"
"6790","4"
"6791","4"
"6792","4"
"6793","3"
"6794","4"
"6795","1"
"6796","4"
"6797","1"
"6798","1"
"6799","1"
"6800","4"
"6801","4"
"6802","4"
"6803","1"
"6804","1"
"6805","4"
"6806","4"
"6807","4"
"6808","4"
"6809","1"
"6810","4"
"6811","4"
"6812","1"
"6813","4"
"6814","4"
"6815","4"
"6816","4"
"6817","4"
"6818","1"
"6819","4"
"6820","4"
"6821","4"
"6822","1"
"6823","4"
"6824","1"
"6825","1"
"6826","1"
"6827","4"
"6828","1"
"6829","4"
"6830","1"
"6831","1"
"6832","1"
"6833","4"
"6834","4"
"6835","4"
"6836","4"
"6837","1"
"6838","3"
"6839","3"
"6840","4"
"6841","1"
"6842","1"
"6843","4"
"6844","4"
"6845","1"
"6846","4"
"6847","4"
"6848","1"
"6849","1"
"6850","4"
"6851","4"
"6852","1"
"6853","4"
"6854","4"
"6855","3"
"6856","1"
"6857","4"
"6858","4"
"6859","4"
"6860","1"
"6861","2"
"6862","4"
"6863","1"
"6864","1"
"6865","2"
"6866","1"
"6867","4"
"6868","4"
"6869","2"
"6870","3"
"6871","4"
"6872","4"
"6873","4"
"6874","4"
"6875","2"
"6876","1"
"6877","4"
"6878","4"
"6879","1"
"6880","1"
"6881","1"
"6882","4"
"6883","4"
"6884","4"
"6885","4"
"6886","1"
"6887","4"
"6888","4"
"6889","2"
"6890","1"
"6891","2"
"6892","2"
"6893","4"
"6894","1"
"6895","4"
"6896","4"
"6897","4"
"6898","4"
"6899","2"
"6900","4"
"6901","4"
"6902","4"
"6903","4"
"6904","3"
"6905","1"
"6906","2"
"6907","4"
"6908","4"
"6909","1"
"6910","1"
"6911","3"
"6912","1"
"6913","4"
"6914","3"
"6915","4"
"6916","4"
"6917","4"
"6918","4"
"6919","4"
"6920","2"
"6921","4"
"6922","1"
"6923","4"
"6924","4"
"6925","1"
"6926","4"
"6927","1"
"6928","4"
"6929","4"
"6930","4"
"6931","1"
"6932","4"
"6933","1"
"6934","1"
"6935","4"
"6936","4"
"6937","4"
"6938","4"
"6939","1"
"6940","2"
"6941","1"
"6942","1"
"6943","4"
"6944","4"
"6945","1"
"6946","4"
"6947","2"
"6948","2"
"6949","4"
"6950","1"
"6951","4"
"6952","4"
"6953","1"
"6954","2"
"6955","1"
"6956","1"
"6957","4"
"6958","4"
"6959","4"
"6960","2"
"6961","1"
"6962","4"
"6963","4"
"6964","4"
"6965","1"
"6966","4"
"6967","1"
"6968","1"
"6969","4"
"6970","4"
"6971","4"
"6972","4"
"6973","1"
"6974","1"
"6975","4"
"6976","1"
"6977","4"
"6978","1"
"6979","4"
"6980","1"
"6981","1"
"6982","4"
"6983","4"
"6984","3"
"6985","4"
"6986","4"
"6987","4"
"6988","1"
"6989","4"
"6990","1"
"6991","1"
"6992","1"
"6993","4"
"6994","1"
"6995","1"
"6996","4"
"6997","1"
"6998","4"
"6999","1"
"7000","1"
"7001","1"
"7002","4"
"7003","4"
"7004","4"
"7005","1"
"7006","1"
"7007","1"
"7008","1"
"7009","1"
"7010","4"
"7011","4"
"7012","1"
"7013","4"
"7014","4"
"7015","4"
"7016","4"
"7017","1"
"7018","4"
"7019","1"
"7020","1"
"7021","4"
"7022","1"
"7023","4"
"7024","4"
"7025","3"
"7026","4"
"7027","4"
"7028","1"
"7029","4"
"7030","2"
"7031","1"
"7032","1"
"7033","3"
"7034","1"
"7035","4"
"7036","2"
"7037","4"
"7038","4"
"7039","1"
"7040","4"
"7041","4"
"7042","1"
"7043","1"
"7044","1"
"7045","4"
"7046","1"
"7047","1"
"7048","2"
"7049","1"
"7050","4"
"7051","4"
"7052","4"
"7053","1"
"7054","4"
"7055","4"
"7056","1"
"7057","1"
"7058","1"
"7059","4"
"7060","4"
"7061","1"
"7062","4"
"7063","4"
"7064","4"
"7065","4"
"7066","1"
"7067","4"
"7068","4"
"7069","4"
"7070","4"
"7071","4"
"7072","4"
"7073","4"
"7074","1"
"7075","4"
"7076","4"
"7077","1"
"7078","1"
"7079","1"
"7080","1"
"7081","4"
"7082","4"
"7083","2"
"7084","4"
"7085","1"
"7086","4"
"7087","4"
"7088","4"
"7089","4"
"7090","4"
"7091","1"
"7092","4"
"7093","4"
"7094","2"
"7095","1"
"7096","4"
"7097","4"
"7098","4"
"7099","4"
"7100","1"
"7101","4"
"7102","4"
"7103","4"
"7104","4"
"7105","4"
"7106","4"
"7107","4"
"7108","4"
"7109","4"
"7110","4"
"7111","1"
"7112","4"
"7113","4"
"7114","4"
"7115","4"
"7116","3"
"7117","4"
"7118","1"
"7119","4"
"7120","2"
"7121","4"
"7122","4"
"7123","1"
"7124","4"
"7125","1"
"7126","4"
"7127","4"
"7128","4"
"7129","1"
"7130","4"
"7131","4"
"7132","4"
"7133","4"
"7134","4"
"7135","4"
"7136","4"
"7137","4"
"7138","1"
"7139","1"
"7140","2"
"7141","1"
"7142","1"
"7143","4"
"7144","4"
"7145","4"
"7146","1"
"7147","4"
"7148","1"
"7149","2"
"7150","1"
"7151","4"
"7152","4"
"7153","1"
"7154","4"
"7155","4"
"7156","2"
"7157","1"
"7158","1"
"7159","1"
"7160","4"
"7161","1"
"7162","1"
"7163","3"
"7164","1"
"7165","2"
"7166","1"
"7167","1"
"7168","3"
"7169","4"
"7170","4"
"7171","1"
"7172","2"
"7173","4"
"7174","1"
"7175","1"
"7176","1"
"7177","1"
"7178","4"
"7179","4"
"7180","4"
"7181","4"
"7182","1"
"7183","4"
"7184","3"
"7185","4"
"7186","4"
"7187","4"
"7188","4"
"7189","4"
"7190","3"
"7191","4"
"7192","4"
"7193","4"
"7194","1"
"7195","4"
"7196","1"
"7197","4"
"7198","4"
"7199","1"
"7200","4"
"7201","4"
"7202","4"
"7203","4"
"7204","4"
"7205","4"
"7206","4"
"7207","4"
"7208","1"
"7209","4"
"7210","4"
"7211","4"
"7212","1"
"7213","4"
"7214","4"
"7215","2"
"7216","4"
"7217","1"
"7218","4"
"7219","3"
"7220","1"
"7221","1"
"7222","1"
"7223","4"
"7224","4"
"7225","1"
"7226","1"
"7227","4"
"7228","4"
"7229","3"
"7230","2"
"7231","4"
"7232","1"
"7233","1"
"7234","4"
"7235","2"
"7236","4"
"7237","1"
"7238","4"
"7239","1"
"7240","4"
"7241","4"
"7242","4"
"7243","4"
"7244","4"
"7245","4"
"7246","4"
"7247","4"
"7248","4"
"7249","4"
"7250","1"
"7251","1"
"7252","4"
"7253","1"
"7254","3"
"7255","4"
"7256","2"
"7257","1"
"7258","1"
"7259","4"
"7260","3"
"7261","4"
"7262","1"
"7263","4"
"7264","1"
"7265","1"
"7266","4"
"7267","1"
"7268","4"
"7269","1"
"7270","1"
"7271","4"
"7272","1"
"7273","1"
"7274","1"
"7275","1"
"7276","1"
"7277","4"
"7278","1"
"7279","4"
"7280","1"
"7281","4"
"7282","4"
"7283","2"
"7284","1"
"7285","1"
"7286","4"
"7287","1"
"7288","2"
"7289","4"
"7290","4"
"7291","1"
"7292","1"
"7293","1"
"7294","4"
"7295","4"
"7296","4"
"7297","4"
"7298","4"
"7299","2"
"7300","3"
"7301","1"
"7302","4"
"7303","2"
"7304","1"
"7305","1"
"7306","4"
"7307","1"
"7308","4"
"7309","4"
"7310","1"
"7311","1"
"7312","1"
"7313","4"
"7314","1"
"7315","4"
"7316","1"
"7317","4"
"7318","4"
"7319","1"
"7320","4"
"7321","1"
"7322","4"
"7323","4"
"7324","4"
"7325","3"
"7326","4"
"7327","2"
"7328","4"
"7329","1"
"7330","4"
"7331","4"
"7332","1"
"7333","4"
"7334","1"
"7335","4"
"7336","1"
"7337","4"
"7338","1"
"7339","1"
"7340","1"
"7341","4"
"7342","4"
"7343","1"
"7344","1"
"7345","2"
"7346","1"
"7347","1"
"7348","4"
"7349","4"
"7350","4"
"7351","4"
"7352","4"
"7353","2"
"7354","4"
"7355","3"
"7356","4"
"7357","1"
"7358","4"
"7359","4"
"7360","1"
"7361","3"
"7362","1"
"7363","4"
"7364","4"
"7365","4"
"7366","4"
"7367","4"
"7368","4"
"7369","1"
"7370","4"
"7371","2"
"7372","2"
"7373","1"
"7374","4"
"7375","1"
"7376","1"
"7377","4"
"7378","4"
"7379","2"
"7380","4"
"7381","4"
"7382","4"
"7383","4"
"7384","4"
"7385","1"
"7386","4"
"7387","1"
"7388","1"
"7389","4"
"7390","4"
"7391","1"
"7392","1"
"7393","4"
"7394","4"
"7395","3"
"7396","1"
"7397","4"
"7398","1"
"7399","4"
"7400","4"
"7401","1"
"7402","4"
"7403","4"
"7404","4"
"7405","4"
"7406","4"
"7407","4"
"7408","2"
"7409","4"
"7410","4"
"7411","1"
"7412","1"
"7413","2"
"7414","4"
"7415","1"
"7416","4"
"7417","4"
"7418","4"
"7419","1"
"7420","4"
"7421","1"
"7422","4"
"7423","4"
"7424","4"
"7425","4"
"7426","4"
"7427","4"
"7428","1"
"7429","4"
"7430","4"
"7431","4"
"7432","4"
"7433","4"
"7434","4"
"7435","4"
"7436","4"
"7437","1"
"7438","4"
"7439","4"
"7440","2"
"7441","3"
"7442","1"
"7443","3"
"7444","1"
"7445","3"
"7446","4"
"7447","3"
"7448","1"
"7449","4"
"7450","4"
"7451","2"
"7452","1"
"7453","1"
"7454","1"
"7455","1"
"7456","4"
"7457","4"
"7458","1"
"7459","1"
"7460","4"
"7461","4"
"7462","3"
"7463","1"
"7464","1"
"7465","1"
"7466","2"
"7467","4"
"7468","4"
"7469","4"
"7470","4"
"7471","1"
"7472","4"
"7473","4"
"7474","4"
"7475","4"
"7476","4"
"7477","1"
"7478","4"
"7479","3"
"7480","4"
"7481","1"
"7482","4"
"7483","2"
"7484","1"
"7485","1"
"7486","1"
"7487","4"
"7488","2"
"7489","4"
"7490","4"
"7491","2"
"7492","1"
"7493","4"
"7494","1"
"7495","1"
"7496","4"
"7497","4"
"7498","1"
"7499","1"
"7500","4"
"7501","1"
"7502","2"
"7503","3"
"7504","1"
"7505","4"
"7506","1"
"7507","2"
"7508","4"
"7509","4"
"7510","1"
"7511","4"
"7512","4"
"7513","4"
"7514","4"
"7515","1"
"7516","1"
"7517","4"
"7518","4"
"7519","4"
"7520","1"
"7521","2"
"7522","4"
"7523","2"
"7524","1"
"7525","4"
"7526","4"
"7527","4"
"7528","1"
"7529","4"
"7530","4"
"7531","4"
"7532","1"
"7533","4"
"7534","1"
"7535","4"
"7536","3"
"7537","4"
"7538","1"
"7539","4"
"7540","4"
"7541","1"
"7542","1"
"7543","4"
"7544","1"
"7545","4"
"7546","1"
"7547","4"
"7548","1"
"7549","4"
"7550","4"
"7551","1"
"7552","4"
"7553","4"
"7554","4"
"7555","1"
"7556","1"
"7557","1"
"7558","4"
"7559","1"
"7560","1"
"7561","4"
"7562","4"
"7563","4"
"7564","4"
"7565","4"
"7566","4"
"7567","4"
"7568","4"
"7569","4"
"7570","1"
"7571","3"
"7572","1"
"7573","4"
"7574","1"
"7575","4"
"7576","1"
"7577","4"
"7578","1"
"7579","4"
"7580","1"
"7581","4"
"7582","4"
"7583","1"
"7584","4"
"7585","1"
"7586","4"
"7587","3"
"7588","1"
"7589","1"
"7590","4"
"7591","4"
"7592","1"
"7593","4"
"7594","2"
"7595","3"
"7596","4"
"7597","3"
"7598","3"
"7599","4"
"7600","2"
"7601","1"
"7602","4"
"7603","1"
"7604","4"
"7605","1"
"7606","2"
"7607","2"
"7608","1"
"7609","1"
"7610","3"
"7611","1"
"7612","4"
"7613","4"
"7614","4"
"7615","4"
"7616","4"
"7617","1"
"7618","3"
"7619","1"
"7620","1"
"7621","4"
"7622","3"
"7623","3"
"7624","4"
"7625","2"
"7626","1"
"7627","1"
"7628","1"
"7629","3"
"7630","4"
"7631","4"
"7632","4"
"7633","1"
"7634","1"
"7635","4"
"7636","4"
"7637","2"
"7638","4"
"7639","1"
"7640","1"
"7641","3"
"7642","4"
"7643","1"
"7644","4"
"7645","3"
"7646","4"
"7647","4"
"7648","1"
"7649","4"
"7650","1"
"7651","1"
"7652","1"
"7653","1"
"7654","1"
"7655","4"
"7656","1"
"7657","2"
"7658","4"
"7659","2"
"7660","4"
"7661","2"
"7662","1"
"7663","4"
"7664","4"
"7665","4"
"7666","4"
"7667","4"
"7668","1"
"7669","4"
"7670","4"
"7671","4"
"7672","4"
"7673","3"
"7674","4"
"7675","4"
"7676","4"
"7677","4"
"7678","1"
"7679","1"
"7680","1"
"7681","4"
"7682","4"
"7683","1"
"7684","1"
"7685","1"
"7686","4"
"7687","4"
"7688","1"
"7689","4"
"7690","4"
"7691","4"
"7692","2"
"7693","2"
"7694","4"
"7695","4"
"7696","4"
"7697","4"
"7698","1"
"7699","4"
"7700","1"
"7701","1"
"7702","3"
"7703","4"
"7704","1"
"7705","4"
"7706","4"
"7707","1"
"7708","1"
"7709","4"
"7710","1"
"7711","2"
"7712","4"
"7713","4"
"7714","4"
"7715","4"
"7716","1"
"7717","4"
"7718","4"
"7719","2"
"7720","1"
"7721","1"
"7722","2"
"7723","1"
"7724","1"
"7725","4"
"7726","1"
"7727","4"
"7728","4"
"7729","1"
"7730","1"
"7731","4"
"7732","1"
"7733","1"
"7734","4"
"7735","4"
"7736","1"
"7737","4"
"7738","2"
"7739","4"
"7740","4"
"7741","1"
"7742","4"
"7743","4"
"7744","1"
"7745","4"
"7746","4"
"7747","1"
"7748","1"
"7749","3"
"7750","4"
"7751","4"
"7752","3"
"7753","4"
