"salary","age","elevel","car","zipcode","credit","brand",,,
140370.8248,47,2,13,2,232047.9902,1,,,
100623.9156,35,3,9,2,319010.2725,1,,,
104123.8385,36,4,14,8,429503.6928,1,,,
85466.52342,26,1,13,0,0,0,,,
60325.50784,77,2,6,8,250395.3339,0,,,
127615.4629,30,0,12,0,435732.6178,1,,,
83261.76268,62,2,7,4,110230.0562,1,,,
37540.56794,47,4,15,8,173753.1351,1,,,
59308.94505,73,3,1,1,115312.8329,0,,,
132352.3358,57,2,19,0,240599.6734,1,,,
72776.66085,34,1,19,1,94857.32784,0,,,
125789.3938,26,4,16,5,205258.4355,1,,,
60130.59532,38,3,9,0,13475.73498,1,,,
122246.6455,65,1,4,8,117144.8568,1,,,
64458.43918,43,0,4,4,60796.64478,1,,,
116735.9488,28,0,15,1,163709.6752,1,,,
25746.6401,36,3,2,5,425436.9909,1,,,
87244.47362,43,0,11,3,475027.1078,0,,,
69844.93426,29,0,1,3,55144.76452,0,,,
78196.24783,44,2,13,6,37725.55239,0,,,
35152.8187,67,2,12,5,66617.05455,0,,,
24391.42952,53,3,6,3,229197.9491,1,,,
88234.39743,25,1,1,6,151362.6365,0,,,
38990.84802,57,3,15,7,55243.93435,0,,,
121232.5794,42,3,19,1,500000,0,,,
91320.34832,76,1,10,5,144636.8996,1,,,
52003.86725,76,0,14,1,397437.18,0,,,
83456.81767,44,1,17,8,412887.1417,0,,,
102495.1222,68,3,11,5,117586.409,1,,,
89459.47656,25,0,13,3,413440.7692,0,,,
57054.9146,27,1,2,2,195742.1589,0,,,
37950.86878,56,2,12,2,12282.77008,1,,,
26279.32901,52,0,6,3,439304.0612,1,,,
67434.18139,53,2,10,5,225637.1277,1,,,
58388.11265,30,3,14,6,43363.38892,0,,,
126216.9547,30,2,3,7,395842.4219,1,,,
109061.0123,72,3,2,5,487219.3828,1,,,
69205.05392,67,3,5,6,30966.12414,0,,,
37607.84843,56,2,13,2,240718.4093,1,,,
105466.2285,70,0,1,3,245157.2443,1,,,
60955.51799,71,1,2,3,351741.9008,0,,,
72201.42669,51,1,10,3,448712.509,1,,,
106187.982,23,4,11,0,362470.6253,1,,,
86434.28991,25,2,1,6,473714.2859,0,,,
76658.55686,77,3,17,1,121526.4481,0,,,
119784.2002,55,1,9,7,168932.7109,0,,,
92990.07929,32,0,9,2,500000,0,,,
110380.7944,43,3,19,0,148766.9946,0,,,
146965.2472,69,3,3,7,326535.3838,1,,,
37537.79778,68,0,20,3,473545.3713,0,,,
114582.4929,67,2,12,6,479918.7261,1,,,
129179.132,43,2,7,5,332394.1818,1,,,
131218.3936,52,3,13,6,132294.3156,1,,,
84549.37544,43,0,15,0,282050.8451,0,,,
111889.7171,56,4,16,6,285021.8444,0,,,
149254.9339,68,2,19,3,190318.2697,1,,,
110052.2591,51,1,12,1,73902.38193,0,,,
47960.70866,41,0,20,4,86726.40567,1,,,
149107.2683,57,0,4,3,489620.4011,1,,,
71642.50116,45,0,20,1,415777.4418,1,,,
50040.12082,76,3,10,1,301971.8634,0,,,
133881.4102,76,4,2,1,422641.5804,1,,,
104222.9482,73,0,11,5,112727.8801,1,,,
67974.59495,42,4,18,8,34592.07621,1,,,
122166.3734,51,4,2,4,446953.4297,0,,,
138290.7125,62,3,19,4,84973.83607,1,,,
101875.2137,32,0,16,4,470912.3143,1,,,
134311.1636,43,3,11,8,246297.506,1,,,
120677.1773,62,2,4,1,224031.1315,1,,,
130846.5035,38,2,7,2,301660.7116,1,,,
121640.2284,77,1,13,2,292798.1768,1,,,
119713.5489,29,3,6,6,91894.01226,1,,,
139210.111,37,2,7,1,365810.9467,1,,,
55612.10634,65,4,11,1,141599.7538,0,,,
61729.45165,25,2,3,4,461225.7474,0,,,
42641.36259,43,0,9,0,295967.3713,1,,,
87567.4483,33,3,9,5,469300.3185,0,,,
116631.9242,22,1,15,4,228234.1701,1,,,
105333.1568,24,3,19,7,202931.5089,1,,,
74892.09596,80,4,19,7,238478.5743,0,,,
61814.62083,60,2,8,5,386341.7602,1,,,
103217.912,32,2,11,0,477572.5256,1,,,
20000,61,0,6,2,344507.4585,1,,,
93563.92203,30,4,14,4,38849.24219,0,,,
67254.26416,43,0,4,8,252090.1155,1,,,
49347.33526,34,0,11,6,100687.0224,0,,,
109351.4756,42,4,5,4,471288.0577,0,,,
145494.1021,34,4,6,6,384734.4102,1,,,
49798.20063,60,1,1,0,377013.1215,1,,,
26995.43646,50,0,15,5,25210.95423,1,,,
74123.91358,45,2,4,5,3200.396404,1,,,
133351.0001,27,3,16,8,146585.0516,1,,,
42205.49292,66,3,3,5,432852.0727,0,,,
48170.75476,64,4,11,8,6392.70061,0,,,
73273.91259,21,2,7,0,378734.3951,0,,,
144931.3362,43,2,2,2,113513.7041,1,,,
98200.5171,49,0,2,0,227717.6218,0,,,
105877.4423,56,0,7,2,329672.8231,0,,,
98968.86819,52,0,18,4,341200.689,0,,,
83158.7322,53,2,1,5,500000,0,,,
83399.55797,21,0,11,8,124036.9442,0,,,
45422.27746,80,2,4,5,119519.7328,0,,,
20000,34,3,8,6,130894.415,1,,,
54786.68329,64,0,13,2,371470.082,0,,,
46566.55638,45,1,11,2,184664.0969,1,,,
20000,79,1,13,7,463730.5914,1,,,
32308.31226,42,2,4,3,459530.9152,1,,,
107049.9613,67,4,1,8,66940.64126,1,,,
20957.44102,59,1,13,1,5303.704311,1,,,
28714.13668,29,4,2,6,288856.8085,1,,,
53874.97317,21,0,15,0,69779.9425,0,,,
53548.57119,20,4,14,4,331834.5838,1,,,
87547.4446,78,2,18,3,405264.5801,1,,,
59234.49595,66,2,18,5,384220.5751,0,,,
105068.3104,26,4,13,7,433579.301,1,,,
91151.43451,64,4,19,4,353259.5745,1,,,
114460.5787,54,3,16,4,227886.6087,0,,,
60125.97677,57,0,5,7,261614.231,1,,,
57968.57117,42,0,14,3,406810.3308,1,,,
75345.91445,43,1,15,6,209627.2239,1,,,
43626.85381,67,0,6,3,108523.8759,0,,,
149848.439,33,2,19,3,145175.5413,1,,,
66954.92422,80,1,2,0,410863.053,0,,,
105042.0313,36,4,6,8,29360.51302,0,,,
132981.9345,78,3,1,8,179090.0181,1,,,
29766.96851,67,1,19,1,155585.8829,0,,,
64203.70811,37,1,15,6,465325.7707,0,,,
134424.0195,40,0,14,2,391439.4872,1,,,
82598.04789,48,1,11,2,359659.0688,0,,,
147799.0688,76,2,18,1,385870.8859,1,,,
87250.04768,43,0,14,1,297386.7554,0,,,
75139.51265,47,4,10,4,301916.269,0,,,
139762.787,43,2,16,8,127147.2568,1,,,
52925.74515,53,1,8,7,330812.4854,1,,,
74702.88402,42,4,14,1,387057.7795,1,,,
41992.23261,27,2,20,6,274389.1471,1,,,
26682.7602,60,1,16,3,271056.9034,1,,,
95154.69025,25,1,20,7,357646.9357,0,,,
27938.15471,34,4,10,1,369032.7862,1,,,
138931.5194,52,2,1,1,199282.6995,1,,,
128953.4093,76,1,13,7,500000,1,,,
114332.3391,33,0,17,0,300989.2914,1,,,
116059.0785,57,2,8,4,151903.2451,0,,,
62376.63762,67,3,20,2,193088.4336,0,,,
121250.807,24,0,1,4,29442.28337,1,,,
141600.809,27,0,14,7,62262.00036,1,,,
60179.93422,29,2,18,3,500000,0,,,
77719.63103,24,1,8,6,431432.7207,0,,,
93900.91004,56,2,19,2,320791.8651,0,,,
74855.64658,41,3,19,4,167359.1979,0,,,
120448.1689,26,0,1,3,348026.29,1,,,
41497.47413,40,2,16,7,108828.7595,1,,,
100150.8491,44,3,2,2,8543.227762,0,,,
44890.09224,64,2,5,8,449224.3825,0,,,
41595.69439,54,0,8,2,347915.6728,1,,,
20000,26,3,10,6,295879.8321,1,,,
30646.62812,67,0,8,3,404266.7068,1,,,
76313.02904,33,4,11,6,443770.2603,0,,,
20879.76278,31,1,9,1,86281.14878,1,,,
150000,51,2,12,3,94865.62365,1,,,
57941.03036,42,0,8,2,262537.2136,1,,,
150000,20,3,11,0,401154.0513,1,,,
26174.53931,40,3,8,1,467127.3725,1,,,
44537.98477,30,2,20,6,136967.7175,1,,,
29985.91031,27,4,20,3,384248.4501,1,,,
52093.92922,73,3,7,6,257021.5206,0,,,
131639.0867,68,1,3,8,267001.9624,1,,,
129492.7077,56,1,1,2,14096.50295,1,,,
57385.7832,26,2,5,8,366740.5641,0,,,
57092.13931,38,3,14,5,419183.9054,0,,,
132236.2793,24,0,17,4,320693.9655,1,,,
75952.79429,29,4,12,3,359122.1613,0,,,
65937.44861,74,2,14,5,100284.3057,0,,,
136624.9349,37,3,9,5,407969.2811,1,,,
85963.03508,59,0,5,8,0,0,,,
99378.80595,67,0,9,6,301109.4002,1,,,
73232.10925,54,1,14,0,203245.8588,0,,,
50546.75166,74,1,2,2,379517.9411,0,,,
108117.7017,35,3,5,7,316078.4028,1,,,
134491.1385,27,3,17,6,23957.30055,1,,,
109329.0974,64,0,18,1,0,1,,,
99605.15321,39,1,3,6,151563.0174,0,,,
43285.53776,71,4,1,3,182735.4319,0,,,
138257.5509,50,4,9,6,358656.0388,1,,,
31055.53297,42,4,8,6,144543.7171,1,,,
98310.93964,44,3,2,5,326336.647,0,,,
111250.6565,41,4,1,2,183111.7998,0,,,
130505.9365,43,3,3,4,468783.8442,1,,,
45885.30892,79,2,10,6,60087.19248,0,,,
146294.0133,43,2,11,5,181318.5777,1,,,
104218.5319,72,2,8,8,103566.679,1,,,
74602.14495,51,1,9,8,261246.4078,0,,,
90167.70011,77,3,19,8,89040.88269,1,,,
116566.9182,69,3,16,7,327623.2783,1,,,
107117.8787,28,3,2,6,366037.3892,1,,,
103906.2888,27,0,5,1,339456.0887,1,,,
112403.833,50,4,10,2,500000,0,,,
120978.9048,36,1,3,7,196492.6212,1,,,
54536.38305,31,4,6,5,348060.9276,0,,,
24313.31471,58,2,12,4,12664.21986,1,,,
88081.85345,67,1,11,4,97161.78119,1,,,
145478.4011,38,2,7,6,233942.7844,1,,,
55284.78479,59,0,19,2,79030.24409,1,,,
87656.4477,68,3,10,7,430100.4843,1,,,
57279.99419,71,4,13,8,137285.4516,0,,,
58926.66794,72,2,7,5,408789.5579,0,,,
100713.2356,21,4,3,1,447985.1438,1,,,
30261.03892,73,3,14,4,259007.0801,1,,,
137119.8907,20,1,15,1,356741.7874,1,,,
133669.6627,31,2,17,8,214229.0635,1,,,
130394.8624,25,4,5,6,277340.1774,1,,,
66524.0237,44,4,4,8,379221.4027,1,,,
113023.6892,24,1,6,3,356488.8925,1,,,
57726.76699,38,1,9,0,157093.4341,0,,,
24259.50173,63,1,6,8,180856.2975,1,,,
23316.41537,41,4,14,8,287460.5948,1,,,
132687.9845,52,1,8,6,225323.0063,1,,,
113273.9887,59,2,2,0,288136.2205,0,,,
95953.01134,45,0,6,1,320415.0294,0,,,
62627.06321,68,2,2,2,338219.5546,0,,,
25857.54293,80,1,9,3,56683.0985,1,,,
122237.4123,49,4,12,5,406224.7569,1,,,
110367.2672,75,1,9,1,167143.4378,1,,,
144230.7507,57,2,14,0,282960.0494,1,,,
30332.03054,30,1,17,0,250153.9211,1,,,
45477.87099,40,3,7,0,285892.4187,1,,,
88465.65425,31,1,4,8,105546.5514,0,,,
107830.7666,47,4,6,0,25569.77322,0,,,
20000,74,2,2,6,215624.4583,1,,,
82812.51459,53,3,10,7,482906.8141,0,,,
39710.15423,76,0,1,7,97984.80257,0,,,
45635.75848,39,0,1,4,129577.1749,0,,,
76312.84696,75,3,20,1,65407.20219,0,,,
143562.7146,29,1,15,4,255811.8227,1,,,
63018.83973,30,1,7,1,54589.23346,0,,,
23600.0784,42,0,18,2,494665.3648,1,,,
59112.96242,25,0,15,4,254581.5174,0,,,
82324.82606,59,0,3,8,28260.08634,1,,,
36171.22581,56,2,5,6,440562.5993,1,,,
30674.54406,59,2,20,0,297179.0527,1,,,
145666.0769,38,3,15,3,0,1,,,
25914.21165,62,4,14,7,216859.5786,0,,,
105599.8079,61,1,15,1,488254.9275,1,,,
27421.7625,22,4,7,2,418926.5417,1,,,
77285.65815,75,2,16,3,358549.2855,1,,,
93111.14841,28,0,11,7,54865.67912,0,,,
20000,64,3,19,0,285493.5114,1,,,
103191.4249,60,3,11,4,403290.3099,1,,,
149440.2904,61,2,2,6,60201.12861,1,,,
95474.28636,38,2,6,2,439863.2196,0,,,
30258.51712,36,0,14,8,345567.5798,1,,,
68425.51323,44,1,8,1,157275.3503,1,,,
117641.6396,52,1,4,1,57432.13163,0,,,
36317.11197,48,1,8,2,306112.7575,1,,,
112738.5274,74,1,16,5,371687.1351,1,,,
136815.7039,49,0,2,1,122296.8266,1,,,
142424.5409,47,4,8,8,184392.7832,1,,,
42428.94794,45,0,13,0,270384.4454,1,,,
113089.0666,41,3,3,8,16182.21728,0,,,
57262.61292,40,2,12,1,4376.509133,1,,,
40103.46314,52,2,3,0,418615.19,1,,,
136405.0111,76,2,3,0,157330.245,1,,,
56180.80989,63,1,7,2,381208.9267,0,,,
24292.41481,48,0,20,3,133781.1916,1,,,
97148.12112,50,3,19,5,500000,0,,,
65355.97347,51,2,6,1,316920.1377,1,,,
82472.32458,63,1,8,4,302965.9978,1,,,
49208.54178,49,4,17,7,500000,1,,,
67430.03236,37,2,5,2,319240.9769,0,,,
127140.8939,30,4,1,0,43872.87268,1,,,
20000,30,2,9,2,38184.72299,1,,,
82868.57369,26,0,3,1,377367.1848,0,,,
26889.19431,59,2,17,5,96275.54566,1,,,
103500.4482,33,0,18,0,487855.6682,1,,,
111061.9694,30,2,7,7,264492.4024,1,,,
39599.92819,30,2,6,6,158741.4764,1,,,
141119.8479,27,2,19,8,138210.0872,1,,,
127302.2765,52,3,10,3,250147.1173,1,,,
64729.04244,48,0,6,4,166321.0945,1,,,
80310.11653,24,4,14,3,310644.0297,0,,,
146763.6328,34,2,10,0,167712.1317,1,,,
65752.14247,35,4,12,5,278976.7482,0,,,
95716.57096,62,3,3,5,184725.3357,1,,,
109165.8078,72,1,8,6,248311.0433,1,,,
58078.85302,78,0,10,0,119632.0175,0,,,
150000,53,0,16,4,482767.1717,1,,,
108784.7624,60,2,7,0,350744.8276,0,,,
48194.07173,36,4,18,4,372.478464,1,,,
52639.39187,61,2,12,3,146383.6903,0,,,
87354.7251,30,2,14,0,84646.38818,0,,,
140938.2283,74,3,2,3,410541.5874,1,,,
38245.13313,57,1,10,7,139352.8683,1,,,
81345.82168,55,3,11,1,119523.7384,0,,,
96021.39646,25,4,9,0,381340.9228,0,,,
50756.89422,62,1,10,8,421651.1963,0,,,
116217.5101,46,3,20,5,422384.8836,0,,,
65800.3655,42,4,11,6,265351.6759,1,,,
24880.30949,44,3,4,7,130367.7404,1,,,
44367.07402,64,3,11,5,212533.5489,0,,,
73004.92943,32,0,3,2,379148.1994,0,,,
84192.71159,33,1,4,8,331354.1879,0,,,
135667.0815,49,4,18,1,126370.4967,1,,,
100053.4682,41,2,19,7,390131.072,0,,,
131611.6892,38,1,2,6,417890.5147,1,,,
131383.8136,70,4,18,8,105577.1902,1,,,
72219.19813,34,2,7,6,163291.6662,0,,,
40182.51296,63,4,19,3,152870.6186,0,,,
37242.1218,66,2,3,2,493899.8876,0,,,
148292.9824,51,2,4,5,214491.572,1,,,
70319.86085,72,2,4,3,404846.0117,0,,,
125146.7855,32,0,18,7,277685.1289,1,,,
20537.58867,72,4,4,0,68760.70897,1,,,
51127.20998,77,4,4,1,53358.26006,0,,,
150000,32,1,8,1,249556.8557,1,,,
69446.4154,77,0,5,2,365665.144,1,,,
47829.21094,73,0,19,1,498299.68,0,,,
37635.85602,32,3,6,1,427885.979,1,,,
22754.32229,65,2,6,2,15363.40763,1,,,
62870.7768,31,2,2,4,175538.7926,0,,,
89753.47061,71,1,20,4,70817.44048,1,,,
124691.462,80,3,17,6,369169.3967,1,,,
26921.79773,42,2,17,4,296643.8953,1,,,
84106.42648,71,0,12,8,384478.8996,1,,,
85697.90838,71,4,9,8,500000,1,,,
143295.9821,61,3,7,2,323394.1572,1,,,
141476.644,22,4,7,6,53372.19396,1,,,
141945.1051,65,3,4,3,66870.79242,1,,,
69726.66502,77,2,12,2,326480.2992,0,,,
53859.6977,33,1,4,8,78141.10335,1,,,
61101.77248,68,3,19,8,60327.45294,0,,,
93691.48968,62,3,11,7,374258.3558,1,,,
67925.06443,22,3,8,6,62800.1941,0,,,
96637.64988,40,4,14,8,191452.505,0,,,
26542.46702,51,4,11,6,174836.9605,1,,,
96241.83267,23,1,8,1,297228.4521,0,,,
111196.1325,27,4,7,7,360741.6332,1,,,
147655.7667,38,1,2,8,372765.4612,1,,,
37061.90463,37,4,17,4,239186.2403,1,,,
25670.7241,36,1,20,1,160520.8871,1,,,
105741.9068,33,1,1,5,487879.3295,1,,,
139782.5628,78,2,6,8,254581.5444,1,,,
88278.44089,66,1,16,6,163148.4637,1,,,
25513.4632,48,1,5,6,15785.73731,1,,,
48550.04889,27,4,6,8,187142.6744,1,,,
84347.25212,73,1,12,8,344497.3191,1,,,
64284.62301,44,0,2,4,456233.9229,1,,,
128429.2775,49,1,18,0,286637.6526,1,,,
107906.2708,66,3,17,2,20393.66102,1,,,
79851.45141,26,2,19,7,42417.94359,0,,,
31751.41154,64,1,8,0,117640.9761,0,,,
63063.66871,80,1,3,7,217347.0959,0,,,
57100.27296,61,0,13,4,500000,0,,,
61962.31043,57,0,5,8,481617.6398,0,,,
95467.15767,79,4,3,8,94227.89112,1,,,
24396.38876,54,1,7,6,271825.8972,1,,,
129734.2053,80,3,12,4,490383.7509,1,,,
114932.0119,65,4,9,3,449702.0421,1,,,
23590.63889,37,0,5,4,288128.5642,1,,,
75232.62832,55,4,20,1,43339.96862,0,,,
121599.1924,62,2,16,0,462245.186,1,,,
86872.49729,49,0,7,7,319137.3608,0,,,
145242.6441,43,4,9,6,385813.4594,1,,,
61114.20686,62,0,19,7,105473.7399,0,,,
124141.8469,80,4,12,6,236272.8106,1,,,
110865.339,70,4,3,2,239173.0287,1,,,
61344.81935,67,3,3,2,247603.9505,0,,,
39912.28798,20,4,19,6,496050.9958,1,,,
121534.2065,79,1,20,7,324886.6713,1,,,
131643.5319,37,0,2,2,437534.2826,1,,,
35091.44236,39,4,16,3,500000,1,,,
74574.97293,50,3,10,0,285711.177,1,,,
111242.2776,43,2,1,1,282646.0201,0,,,
83776.5924,58,0,15,6,71840.70849,0,,,
121055.1098,46,1,3,8,322270.4801,0,,,
111670.2267,74,1,6,3,90489.24466,1,,,
38940.3479,46,0,7,6,164646.6212,1,,,
45918.48201,20,4,14,8,79389.48576,1,,,
27422.3447,57,0,13,4,0,1,,,
24347.9063,61,4,16,7,394682.9474,0,,,
141764.4709,35,2,11,1,66832.57439,1,,,
107878.9726,34,0,3,8,246125.702,1,,,
136602.5779,35,0,14,1,197951.4793,1,,,
36841.64527,61,2,2,8,202644.8776,0,,,
144362.1759,33,1,4,2,355338.0352,1,,,
122292.9823,65,1,7,8,182708.9417,1,,,
150000,39,1,15,5,119055.5892,1,,,
69927.54078,36,3,2,8,275285.6287,0,,,
61903.15599,72,1,20,6,310342.9883,0,,,
39872.2757,33,0,16,0,18700.27651,1,,,
63760.67341,29,2,10,1,206491.531,0,,,
143631.3481,75,2,1,8,352649.4836,1,,,
27086.43653,77,1,11,8,1877.424261,0,,,
95243.01469,37,4,7,8,216364.3458,0,,,
75470.18205,48,3,11,8,249446.4136,0,,,
63498.89474,47,0,10,1,280906.8197,1,,,
135532.8632,72,0,7,8,20370.51534,1,,,
51181.84227,29,2,13,3,237284.4634,1,,,
89573.48933,38,3,3,2,116463.5938,0,,,
137400.2393,24,1,12,6,500000,1,,,
113636.726,40,3,19,7,148004.9162,0,,,
87160.47888,69,0,8,0,392554.4394,1,,,
130460.6798,63,1,2,8,163980.4276,1,,,
23683.45134,24,1,9,4,260544.4944,1,,,
55945.95374,43,2,5,7,160191.8382,1,,,
80185.30176,71,3,8,8,133255.6115,1,,,
80684.54842,71,1,11,8,307907.8397,1,,,
150000,57,2,16,2,336198.5255,1,,,
111482.9709,78,1,3,3,453014.3668,1,,,
146970.4212,37,3,15,7,226556.9133,1,,,
26883.84194,75,0,5,0,241638.5414,1,,,
82074.11619,52,4,7,2,25525.8056,0,,,
38300.85987,66,2,7,7,75951.20845,0,,,
138949.7307,28,3,14,8,433635.4431,1,,,
148746.9214,66,0,16,1,137614.2707,1,,,
93040.54304,58,3,8,5,38909.25368,0,,,
28702.17428,54,0,17,1,473117.7836,1,,,
60447.4809,79,1,3,0,68146.62712,0,,,
58080.57408,70,1,19,1,30150.58996,0,,,
105290.2987,50,4,18,8,50289.33855,0,,,
58070.64922,67,2,9,4,231947.3307,0,,,
64047.66793,80,4,4,4,475993.0762,0,,,
106896.3922,59,3,1,7,330226.7837,0,,,
20000,50,4,15,2,237939.8992,1,,,
40952.53563,27,3,6,4,474940.8258,1,,,
137686.0961,74,3,15,4,456801.2256,1,,,
149540.6765,36,1,12,1,337248.0269,1,,,
100267.1572,24,0,10,2,101275.1626,1,,,
39026.01117,51,3,13,7,150120.861,1,,,
96243.30732,28,2,16,5,425749.0513,0,,,
72510.53486,47,2,1,2,61937.12223,1,,,
20000,45,1,13,3,146461.6954,1,,,
104658.3691,78,4,10,8,429514.2788,1,,,
143383.2453,36,2,1,0,46960.97088,1,,,
141849.4281,52,1,4,3,250656.1778,1,,,
57023.29561,53,2,10,8,101069.4934,1,,,
130255.0158,80,1,11,5,369930.899,1,,,
119492.7013,38,4,18,1,85097.79496,0,,,
20000,68,2,5,8,338216.1631,1,,,
138042.5107,39,3,4,5,59024.78783,1,,,
145442.4232,60,1,15,8,301628.7267,1,,,
48825.74801,63,4,5,6,29219.41669,0,,,
145815.8271,74,3,7,1,413202.8196,1,,,
70847.91804,52,3,17,5,26410.89445,1,,,
135284.1794,53,4,16,3,54952.60909,1,,,
70568.73052,36,4,17,4,438439.5817,0,,,
101298.6718,20,4,6,3,256461.9793,1,,,
100793.1147,26,3,7,4,367619.6941,1,,,
42974.00718,24,0,16,8,379053.822,1,,,
27073.87428,22,2,10,6,232690.005,1,,,
39613.24559,55,1,18,8,209346.7608,1,,,
67603.67889,25,3,8,0,228918.7995,0,,,
138716.2882,67,1,3,4,79978.4475,1,,,
66656.09255,47,0,11,2,284048.5394,1,,,
93658.40894,26,2,20,4,234605.6276,0,,,
108105.3729,74,3,14,3,420311.3475,1,,,
86221.22473,32,1,5,6,230293.5003,0,,,
72248.59148,39,1,9,1,168937.2287,0,,,
114656.9446,25,3,6,5,238132.8179,1,,,
94761.91026,73,3,1,7,171740.1399,1,,,
136325.7808,52,2,1,5,118664.6303,1,,,
74824.11707,49,2,18,4,249115.4823,0,,,
38217.66031,73,4,3,0,7845.276851,0,,,
110830.9248,43,0,7,6,140408.4213,0,,,
107735.3028,47,2,3,0,25581.0878,0,,,
139626.5437,46,3,5,7,368134.9909,1,,,
40969.97699,68,0,5,8,357112.4205,0,,,
126097.5995,51,4,9,1,267731.1831,0,,,
45086.28575,47,1,4,6,110603.2609,1,,,
108441.1188,40,2,16,8,488775.4155,1,,,
83087.68532,46,0,19,3,67810.72912,0,,,
73199.45413,25,3,13,6,378167.8471,0,,,
83295.48185,68,4,20,5,390262.0004,1,,,
132267.7932,60,0,3,0,169657.2172,1,,,
109423.357,72,3,10,0,466473.2209,1,,,
119454.6445,66,4,2,6,492817.2322,1,,,
66928.87083,40,0,12,1,259774.1318,1,,,
80502.01147,20,1,16,3,487929.2319,0,,,
46560.09045,38,0,2,0,218124.0808,1,,,
25522.35673,41,0,5,4,382934.8842,1,,,
38695.42447,67,2,15,6,476232.1126,0,,,
88762.60097,34,0,6,7,47687.50042,0,,,
137445.2549,64,1,16,2,384329.413,1,,,
112110.7388,33,3,2,3,313160.9004,1,,,
32985.69926,53,3,15,3,427017.3706,1,,,
109166.3302,69,3,16,8,39976.29007,1,,,
39779.63696,56,1,7,3,202291.1163,1,,,
80619.28217,25,0,13,7,13392.80178,0,,,
51573.48157,76,4,17,8,310454.3434,0,,,
82332.67683,63,0,7,6,473505.8933,1,,,
146095.3486,58,0,3,1,351890.4988,1,,,
139186.7107,33,2,18,5,38499.81538,1,,,
47864.92013,39,2,10,6,371978.3346,1,,,
23603.73083,51,3,1,2,499785.7222,1,,,
72882.02367,54,0,7,5,188602.7848,0,,,
49522.58359,38,4,3,0,319287.6731,1,,,
55152.82124,44,2,6,8,259275.1825,1,,,
130777.9149,65,1,5,6,203930.9546,1,,,
64399.04497,46,2,15,2,98282.0807,1,,,
113189.8609,31,4,1,7,420287.2809,1,,,
110233.8238,80,1,1,5,58202.33857,1,,,
33906.71469,59,4,2,7,278563.9526,1,,,
128071.5556,20,4,8,0,411078.1157,1,,,
26370.1659,49,4,13,7,273860.9025,1,,,
61588.1161,43,3,3,8,449536.5457,1,,,
44528.89594,60,0,3,5,229224.3664,0,,,
69848.13866,61,3,15,2,354698.132,0,,,
108486.1858,69,2,10,3,32028.14197,1,,,
49828.35609,47,1,9,2,229715.393,1,,,
87020.74915,69,0,18,0,81515.60147,1,,,
38385.73704,42,4,14,7,348738.4626,1,,,
114220.7056,70,1,7,2,211340.7517,1,,,
103784.7548,67,3,10,7,439151.5577,1,,,
63673.58127,74,0,13,1,482756.1017,0,,,
33455.81404,27,0,16,5,266611.4249,1,,,
38706.15472,80,0,10,7,155482.1175,0,,,
114985.3969,26,2,9,3,149082.727,1,,,
34667.63258,40,2,7,8,465696.0312,1,,,
52356.50614,60,3,13,0,52812.02977,1,,,
112243.2025,75,3,7,4,13244.34227,1,,,
56139.52652,71,1,13,2,452401.7363,0,,,
79790.90127,32,0,2,1,264665.1801,0,,,
117754.9254,58,1,3,2,83658.53159,0,,,
45749.98366,80,1,20,6,382337.0724,0,,,
75029.66247,68,0,7,2,234086.1672,1,,,
150000,53,1,13,4,370382.7699,1,,,
139535.1177,37,1,3,6,294285.0804,1,,,
109438.1848,46,0,5,1,451526.4514,0,,,
85030.36477,41,4,3,7,55931.11887,0,,,
118136.6713,76,3,14,0,92518.57782,1,,,
22599.52418,63,1,13,0,152075.0026,1,,,
105382.5579,24,3,4,3,476892.281,1,,,
22320.25755,43,1,14,2,364106.0255,1,,,
60073.36599,39,2,15,4,352300.5455,0,,,
113078.3041,69,3,16,2,301042.9796,1,,,
143826.1481,74,3,19,8,152617.9311,1,,,
145779.634,73,2,4,3,409878.3802,1,,,
39470.56346,56,3,19,0,429110.5491,1,,,
50604.43884,36,0,14,0,400452.5108,1,,,
22033.128,70,1,9,5,96661.63731,0,,,
125122.6561,49,3,1,1,291966.0385,1,,,
69189.24711,42,3,5,8,126617.4038,1,,,
93210.95476,53,2,1,5,233092.2496,0,,,
38214.77557,33,1,13,6,124867.2266,1,,,
28269.01676,53,2,9,4,133350.9975,1,,,
85250.96318,42,1,17,0,258832.2319,0,,,
148618.1414,61,3,16,1,35214.14519,1,,,
140191.798,41,3,8,0,261158.5263,1,,,
35534.49096,25,0,10,0,455760.5628,1,,,
71762.91724,64,3,17,8,303198.5589,0,,,
27851.7532,62,4,7,1,31412.00352,1,,,
121622.6567,33,0,7,4,191721.382,1,,,
106693.4515,37,3,6,8,354574.771,1,,,
144077.9697,41,1,8,2,255570.7597,1,,,
58375.65067,46,4,8,6,38098.15162,1,,,
24610.08481,51,2,2,4,244852.4939,1,,,
110717.5456,30,2,6,8,500000,1,,,
97544.01905,68,1,15,0,92667.63335,1,,,
34093.79709,27,3,14,8,312355.142,1,,,
65032.92282,20,1,13,3,253708.5251,0,,,
45953.89089,52,4,2,3,457706.1283,1,,,
70072.79512,26,1,18,3,117522.0598,0,,,
90039.11985,70,4,18,0,427660.7098,1,,,
105700.4792,76,3,8,0,36860.06384,1,,,
37687.85512,65,3,4,6,60234.37918,0,,,
62912.08788,38,0,2,6,283159.6241,0,,,
